time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0.000999928,0.0359757,0.0298203,-0.132578,0.0995625,-0.100257,-0.13335,0,110,-0.747965,0.385605,-12.852,0,0
0.0179996,0.0359693,0.0298427,-0.132542,0.0995519,-0.100225,-0.13335,0,110,-0.711343,0.361081,-13.2182,0,0
0.0359998,0.0359052,0.0298984,-0.132466,0.0994463,-0.100145,-0.13335,0,110,-0.430567,0.373183,-13.2914,0,0
0.0539999,0.0357794,0.0299642,-0.13237,0.0992389,-0.100051,-0.13335,0,110,-0.0886732,0.299841,-13.3647,0,0
0.0709996,0.035643,0.0300385,-0.132268,0.099014,-0.0999449,-0.13335,0,110,-0.186271,0.324175,-13.3647,0,0
0.0879998,0.0355255,0.0301365,-0.132151,0.0988203,-0.0998046,-0.13335,0,110,-0.0153412,0.299677,-13.3158,0,0
0.104,0.0354131,0.0302348,-0.132024,0.098635,-0.0996638,-0.13335,0,110,-0.112994,0.299595,-13.4623,0,0
0.122,0.0353042,0.0303606,-0.131897,0.0984555,-0.0994837,-0.13335,0,110,-0.234997,0.348328,-13.2914,0,0
0.138,0.03519,0.0304905,-0.13175,0.0982672,-0.0992977,-0.13335,0,110,-0.271557,0.409263,-13.0473,0,0
0.155,0.0350587,0.0306513,-0.131572,0.0980508,-0.0990675,-0.13335,0,110,-0.28367,0.409148,-12.9496,0,0
0.171,0.0349215,0.0308253,-0.131359,0.0978246,-0.0988183,-0.13335,0,110,-0.124917,0.396822,-12.974,0,0
0.187,0.0347781,0.031017,-0.131105,0.0975882,-0.0985438,-0.13335,0,110,0.119254,0.445531,-13.1449,0,0
0.204,0.0346387,0.031227,-0.13083,0.0973584,-0.0982432,-0.13335,0,110,0.216855,0.457614,-13.2182,0,0
0.221,0.0345213,0.0314927,-0.130515,0.0971648,-0.0978627,-0.13335,0,110,0.49752,0.481904,-13.2182,0,0
0.239,0.0344326,0.0317873,-0.13017,0.0970186,-0.0974409,-0.13335,0,110,0.509703,0.45735,-13.0717,0,0
0.256,0.0343897,0.03208,-0.12983,0.0969479,-0.0970218,-0.13335,0,110,0.534021,0.506131,-13.1449,0,1
0.272,0.0343697,0.0324104,-0.129459,0.0969149,-0.0965487,-0.13335,0,110,0.424095,0.591581,-12.9008,0,1
0.289,0.0343744,0.0327514,-0.129062,0.0969226,-0.0960605,-0.13335,0,110,0.411781,0.640405,-12.9252,0,1
0.305,0.0344267,0.0331408,-0.1286,0.0970089,-0.0955029,-0.13335,0,110,-0.0643339,0.750268,-12.4613,0,1
0.322,0.0345064,0.0335775,-0.128077,0.0971403,-0.0948777,-0.13335,0,110,0.326238,0.908959,-12.5346,0,1
0.338,0.0345833,0.0340506,-0.127498,0.097267,-0.0942003,-0.13335,0,110,0.191886,1.03103,-12.0463,0,1
0.354,0.0346758,0.0345931,-0.126817,0.0974195,-0.0934235,-0.13335,0,110,0.289451,1.23855,-12.2416,0,1
0.371,0.0347885,0.0352054,-0.12607,0.0976053,-0.0925468,-0.13335,0,110,0.252754,1.43386,-12.144,0,1
0.388,0.034932,0.0359567,-0.125171,0.0978419,-0.0914711,-0.13335,0,110,0.11844,1.72683,-12.6322,0,1
0.405,0.0350622,0.0368123,-0.124216,0.0980565,-0.090246,-0.13335,0,110,-0.540723,1.99539,-12.4858,0,1
