time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0,0.0362387,0.0298486,-0.132664,0.099996,-0.100217,-0.132832,0,150,-3.51828,-2.05789,-16.8315,0,0
0.0159998,0.0360616,0.0297386,-0.132827,0.0997041,-0.100374,-0.132832,0,150,-3.40842,-2.11892,-16.7338,0,0
0.033,0.0356027,0.029481,-0.133172,0.0989476,-0.100743,-0.132832,0,150,-4.80002,-1.59402,-12.9252,0,0
0.0489998,0.0349449,0.0291358,-0.133599,0.0978631,-0.101237,-0.132832,0,150,-2.44406,-0.532007,-15.3666,0,0
0.066,0.0340607,0.0287428,-0.134051,0.0964055,-0.1018,-0.132832,0,150,-3.90891,-0.275637,-14.3168,0,0
0.0839996,0.0328234,0.028287,-0.134701,0.0943657,-0.102453,-0.132832,0,150,-4.29953,-0.141319,-17.9789,0,0
0.101,0.0312959,0.0278314,-0.135255,0.0918476,-0.103105,-0.132832,0,150,-6.13059,-0.238905,-22.349,0,0
0.118,0.0295694,0.0273811,-0.135153,0.0890013,-0.10375,-0.132832,0,150,-5.81321,-1.05675,-18.9555,0,0
0.134,0.0274448,0.0268547,-0.135082,0.0854988,-0.104504,-0.132832,194.912,150,-6.8508,-0.971276,-20.5424,0,0
0.151,0.0250825,0.026293,-0.135092,0.0816044,-0.105308,-0.132832,193.906,150,-3.29856,-1.30087,-17.9789,0,0
0.167,0.022465,0.0256385,-0.135042,0.0772893,-0.106245,-0.132832,193.782,150,-3.24973,-1.04452,-15.1225,0,0
0.184,0.0196425,0.0249,-0.135011,0.0726363,-0.107302,-0.132832,194.065,150,-2.11447,-0.287677,-16.099,0,0
0.2,0.0166891,0.0241181,-0.135016,0.0677674,-0.108422,-0.132832,194.527,150,-0.588585,0.0785619,-16.6117,0,0
0.217,0.0137092,0.0233424,-0.135042,0.0628549,-0.109532,-0.132832,194.694,150,1.86502,1.87298,-18.4672,0,0
0.233,0.0110327,0.0227003,-0.135062,0.0584425,-0.110452,-0.132832,194.332,150,7.5657,3.31341,-16.685,0,0
0.25,0.00876946,0.02225,-0.135031,0.0547115,-0.111097,-0.132832,193.272,150,14.719,2.66643,-13.6332,0,0
0.267,0.00751906,0.0220059,-0.134965,0.0526501,-0.111446,-0.132832,192.184,150,17.0506,3.08147,-11.2406,0,0
0.284,0.00737374,0.0219565,-0.134717,0.0524105,-0.111517,-0.132832,0,150,18.8572,2.48333,-8.94572,0,0
0.302999,0.00870629,0.022066,-0.134082,0.0546073,-0.11136,-0.132832,0,150,15.4637,1.10393,-8.57951,0,0
0.32,0.0112586,0.0223068,-0.133198,0.058815,-0.111015,-0.132832,0,150,18.7107,1.3847,-19.81,0,0
0.337,0.0145603,0.0226168,-0.132385,0.064258,-0.110571,-0.132832,0,150,9.68973,1.66544,-14.2192,0,0
0.353,0.0185197,0.0230021,-0.131638,0.0707853,-0.11002,-0.132832,0,150,5.13651,1.38467,-16.5629,0,0
0.37,0.0230691,0.0234969,-0.131018,0.0782852,-0.109311,-0.132832,0,150,3.01248,1.15273,-14.8783,0,0
0.387,0.0276163,0.024037,-0.13051,0.0857815,-0.108538,-0.132832,0,150,-1.47971,-0.0801775,-17.7836,0,0
0.403,0.0320904,0.0246112,-0.130231,0.0931573,-0.107716,-0.132832,0,150,-6.52122,0.774302,-21.1039,0,0
0.42,0.0361148,0.0252296,-0.130454,0.0997918,-0.10683,-0.132832,0,150,-14.3703,-0.751567,-25.3031,0,0
0.437,0.0390314,0.0258199,-0.131572,0.1046,-0.105985,-0.132832,0,150,-19.0334,-0.86144,-29.307,0,0
0.454,0.0405269,0.0263413,-0.133137,0.107065,-0.105239,-0.132832,0,150,-19.0334,-2.83898,-17.6615,0,0
0.47,0.0407425,0.0267145,-0.134899,0.107421,-0.104704,-0.132832,0,150,-18.301,-3.26621,-24.7172,0,0
0.488,0.0395227,0.0269016,-0.135418,0.10541,-0.104436,-0.132832,0,150,-9.4387,-4.57236,-36.5092,0,0
0.505,0.0368043,0.0267432,-0.13523,0.100928,-0.104663,-0.132832,0,150,-21.8777,-1.39854,-36.436,0,0
0.523,0.0326261,0.0263813,-0.135311,0.0940405,-0.105181,-0.132832,182.351,150,-11.0744,1.12832,-40.0981,0,0
0.543,0.0270845,0.0259234,-0.13524,0.0849048,-0.105837,-0.132832,184.497,150,-6.08177,-1.42294,-24.5951,0,0
0.559,0.0221267,0.0254845,-0.135113,0.0767316,-0.106465,-0.132832,184.901,150,1.46218,0.77434,-21.226,0,0
0.575,0.017082,0.0250539,-0.135047,0.0684152,-0.107082,-0.132832,184.881,150,5.86892,1.31145,-14.9272,0,0
0.591,0.012539,0.0247641,-0.135006,0.0609258,-0.107497,-0.132832,184.557,150,11.5574,2.42229,-16.2944,0,0
0.608,0.00866835,0.0246635,-0.135026,0.0545448,-0.107641,-0.132832,183.491,150,11.887,5.19329,-15.8061,0,0
0.624,0.00576893,0.0248793,-0.135016,0.0497649,-0.107332,-0.132832,180.884,150,13.0467,2.6054,-13.3891,0,0
0.641,0.00384542,0.0253066,-0.134935,0.0465939,-0.10672,-0.132832,176.429,150,15.0974,1.59221,-11.5824,0,0
0.657,0.00295899,0.0258344,-0.134681,0.0451326,-0.105964,-0.132832,168.41,150,14.426,1.98284,-6.45549,0,0
0.675,0.00311076,0.0265344,-0.133939,0.0453828,-0.104962,-0.132832,0,150,13.0833,0.579024,-7.09025,0,0
