system_time, x, y, z 
75.641,-0.00932671,0.0733396,-0.0988111
75.759,-0.010493,0.078736,-0.102199
75.878,-0.011471,0.0836343,-0.10476
75.995,-0.0118171,0.0874362,-0.104872
76.118,-0.0117254,0.0900844,-0.101351
76.235,-0.0111346,0.0911057,-0.0971702
76.353,-0.01036,0.0909411,-0.0919429
76.474,-0.0094965,0.0898729,-0.0864565
76.591,-0.00850787,0.0879773,-0.0809549
76.709,-0.00779663,0.0857316,-0.0764997
76.826,-0.00783543,0.0838019,-0.0732739
76.946,-0.00829917,0.0823993,-0.0712165
77.067,-0.00883285,0.0816471,-0.0700532
