time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0,0.0870972,0.0521411,-0.13495,0.0989469,-0.0969343,-0.135931,0,110,-1.93512,7.23772,-26.8765,0,0
0.0180001,0.0870242,0.0526157,-0.134386,0.0988507,-0.0962548,-0.135931,0,110,-1.77643,5.9804,-26.6324,0,0
0.0359998,0.0867825,0.0535962,-0.133472,0.098532,-0.0948509,-0.135931,0,110,0.640564,3.77092,-31.3443,0,0
0.053,0.0863661,0.0547904,-0.13241,0.097983,-0.093141,-0.135931,0,110,-4.99908,1.83001,-32.4917,0,0
0.0699997,0.0858658,0.0561405,-0.13143,0.0973235,-0.0912079,-0.135931,0,110,-1.27593,1.80559,-33.5415,0,0
0.0889997,0.0851676,0.0577046,-0.130307,0.096403,-0.0889684,-0.135931,0,110,0.542891,1.85442,-27.8286,0,0
0.107,0.0845755,0.0593866,-0.128824,0.0956224,-0.0865601,-0.135931,0,110,1.56828,1.70794,-30.7583,0,1
0.125,0.0840123,0.0611341,-0.127142,0.0948799,-0.084058,-0.135931,0,110,-1.26374,1.4638,-32.4429,0,1
0.143,0.0834805,0.0629176,-0.125552,0.0941788,-0.0815043,-0.135931,0,110,-0.8487,2.62346,-33.0288,0,1
0.16,0.0828037,0.0649878,-0.123835,0.0932865,-0.0785402,-0.135931,107.553,110,-1.06842,3.09954,-29.6109,0,1
0.178,0.0820974,0.0672462,-0.122083,0.0923554,-0.0753066,-0.135931,107.396,110,-0.665577,3.94182,-27.1206,0,1
0.196,0.0813274,0.0697881,-0.12032,0.0913402,-0.071667,-0.135931,107.4,110,-0.921924,3.97844,-25.8755,0,1
0.213,0.0804938,0.0726226,-0.118572,0.0902412,-0.0676085,-0.135931,106.833,110,-0.702183,3.66106,-26.5835,0,1
0.231,0.0796296,0.075618,-0.11686,0.0891019,-0.0633197,-0.135931,106.424,110,-0.970737,2.18401,-27.8775,0,1
0.248,0.0786801,0.0788565,-0.115108,0.0878501,-0.0586827,-0.135931,106.274,110,-1.11722,0.279696,-29.6597,0,1
0.265,0.0776656,0.08202,-0.113396,0.0865126,-0.0541532,-0.135931,106.749,110,-1.06839,-1.16072,-30.7095,0,1
0.282,0.076595,0.085089,-0.111684,0.0851012,-0.0497589,-0.135931,107.766,110,-0.299343,-1.42928,-31.3931,0,1
0.301,0.0753496,0.0883789,-0.109774,0.0834593,-0.0450484,-0.135931,109.278,110,-0.323711,-1.00203,-32.4429,0,1
0.319,0.0741655,0.0913157,-0.108026,0.0818982,-0.0408434,-0.135931,110.633,110,0.115795,-0.245174,-33.6636,0,1
0.337,0.0729712,0.0942134,-0.106319,0.0803237,-0.0366944,-0.135931,111.661,110,-0.0550828,0.499428,-34.2251,0,1
0.354,0.0717867,0.0971401,-0.104709,0.0787621,-0.0325039,-0.135931,112.13,110,-0.189365,1.07315,-34.4937,0,1
0.371,0.0706054,0.10013,-0.10321,0.0772048,-0.028223,-0.135931,111.994,110,-0.592151,1.51261,-33.9322,0,1
0.389,0.0693576,0.10322,-0.101798,0.0755597,-0.0237986,-0.135931,111.861,110,-1.10485,1.69571,-34.0786,0,1
0.406,0.0680741,0.106345,-0.100487,0.0738676,-0.0193242,-0.135931,111.966,110,-1.65416,2.04972,-34.1763,0,1
0.424,0.0666435,0.109703,-0.0992327,0.0719815,-0.0145162,-0.135931,112.483,110,-2.19127,2.3671,-34.689,0,1
0.441,0.0650735,0.113128,-0.0981354,0.0699117,-0.00961218,-0.135931,113.383,110,-3.35094,2.8798,-35.1284,0,1
0.459,0.0631631,0.116954,-0.0971499,0.0673931,-0.00413404,-0.135931,114.84,110,-3.38756,2.67228,-35.4947,0,1
0.476,0.0611164,0.120764,-0.0963828,0.0646948,0.00132118,-0.135931,116.551,110,-2.45983,2.34269,-35.0796,0,1
0.495,0.0587031,0.125076,-0.0957174,0.0615132,0.00749518,-0.135931,118.066,110,-1.5443,2.12296,-34.4204,0,1
0.515,0.0558602,0.130029,-0.0951433,0.0577653,0.014587,-0.135931,119.185,110,-2.00817,1.26847,-34.6158,0,1
