system_time, x, y, z 
14.781,-0.167549,0.121819,-0.0378054
14.899,-0.162473,0.134086,-0.0298907
15.024,-0.153622,0.148288,-0.0259029
15.147,-0.1433,0.163753,-0.0283058
15.267,-0.13214,0.179218,-0.0318414
15.386,-0.120431,0.194815,-0.0340004
15.507,-0.106029,0.211048,-0.034483
15.628,-0.0890805,0.224464,-0.033589
15.746,-0.0742688,0.232583,-0.0336652
15.872,-0.0608677,0.239904,-0.0350317
15.995,-0.0489067,0.246439,-0.036769
16.123,-0.036881,0.253004,-0.0393141
16.253,-0.0245472,0.259088,-0.043622
16.379,-0.0115066,0.262797,-0.0492354
16.499,0.000145203,0.265037,-0.0547014
16.621,0.010849,0.266126,-0.0596443
16.74,0.0212777,0.266198,-0.0648868
16.863,0.0326214,0.266356,-0.0704037
16.986,0.044294,0.267135,-0.076266
17.108,0.0558122,0.268159,-0.0811936
17.227,0.0671615,0.269878,-0.0839775
17.351,0.0793684,0.271258,-0.0849071
17.474,0.0897044,0.272585,-0.0836828
17.597,0.0917819,0.268906,-0.0820522
17.723,0.0938002,0.264344,-0.0810565
17.842,0.0967945,0.25759,-0.084013
17.961,0.100088,0.249807,-0.0889254
18.08,0.103218,0.24047,-0.0971448
18.198,0.103143,0.231897,-0.106182
18.316,0.103115,0.223412,-0.114666
18.439,0.103172,0.214591,-0.121788
18.561,0.103185,0.206052,-0.126406
18.677,0.103151,0.197311,-0.128046
18.797,0.103094,0.188367,-0.125771
18.916,0.103045,0.180644,-0.122677
19.029,0.103008,0.1742,-0.119243
19.152,0.102935,0.167201,-0.116449
19.267,0.102897,0.15991,-0.115976
19.384,0.102411,0.151286,-0.118902
19.502,0.100225,0.142268,-0.122799
19.623,0.0967164,0.132509,-0.128412
22.393,-0.100144,-0.0173919,-0.128372
22.515,-0.097777,-0.0139259,-0.125725
22.637,-0.0950757,-0.0122856,-0.116037
22.757,-0.0961837,-0.0117761,-0.104023
22.879,-0.0979922,-0.0115768,-0.0918667
22.998,-0.098811,-0.0110567,-0.079949
23.12,-0.0985986,-0.0123148,-0.067691
23.243,-0.0985256,-0.0172375,-0.0565658
23.358,-0.0979253,-0.0253882,-0.0511912
23.478,-0.095702,-0.0365174,-0.0528269
23.595,-0.0921081,-0.0480633,-0.0576326
23.716,-0.0864861,-0.0591596,-0.0635203
23.834,-0.0787452,-0.0674102,-0.0679501
23.951,-0.0684254,-0.0724436,-0.0694842
24.067,-0.0568742,-0.0740855,-0.0704444
24.179,-0.0445965,-0.0727877,-0.0720496
24.3,-0.0295372,-0.0683198,-0.073599
24.419,-0.0156001,-0.0621599,-0.0760984
24.536,-0.00300414,-0.0549592,-0.080899
24.652,0.00861516,-0.0465303,-0.0864514
24.771,0.0187631,-0.0357703,-0.0919836
24.887,0.0264296,-0.0238534,-0.0973328
25,0.0326217,-0.0112529,-0.10226
25.117,0.0381199,0.00242481,-0.105644
25.234,0.0431297,0.0172478,-0.108118
25.352,0.0479614,0.0324336,-0.110454
25.472,0.0522724,0.0474881,-0.112075
25.589,0.0546586,0.0612834,-0.111191
25.706,0.0528738,0.0742383,-0.107427
25.824,0.0459557,0.0860139,-0.104059
25.943,0.0348711,0.09563,-0.100853
26.06,0.0211475,0.101779,-0.0980897
26.178,0.00509768,0.104797,-0.0955243
26.292,-0.0116493,0.105198,-0.0925678
26.412,-0.029533,0.1035,-0.0892302
26.53,-0.0456902,0.0992716,-0.0858368
26.647,-0.0596336,0.0918841,-0.0828294
26.765,-0.0713415,0.0813365,-0.0819658
26.885,-0.082021,0.0682882,-0.0841858
27,-0.0920064,0.0541194,-0.0863295
27.118,-0.101492,0.0384765,-0.0883056
27.233,-0.109094,0.0229183,-0.0890524
27.351,-0.11317,0.00729424,-0.0893928
27.469,-0.113623,-0.00735445,-0.0899363
27.585,-0.111576,-0.0206276,-0.091755
27.7,-0.108723,-0.0321927,-0.0951789
27.82,-0.105607,-0.0413085,-0.0984352
27.936,-0.101726,-0.0460683,-0.100437
28.055,-0.0967753,-0.046198,-0.101986
28.177,-0.0920153,-0.0420894,-0.104176
28.291,-0.0897143,-0.0361159,-0.105974
28.41,-0.0904201,-0.0296678,-0.106446
28.526,-0.0922477,-0.0240065,-0.104501
28.645,-0.0937171,-0.0198337,-0.10257
28.762,-0.0948876,-0.0177684,-0.100554
28.881,-0.0959428,-0.0174786,-0.09938
28.999,-0.0964971,-0.0181703,-0.0987908
29.118,-0.09747,-0.0191926,-0.0982726
29.239,-0.0980835,-0.0201904,-0.0977544
29.357,-0.0982481,-0.0209225,-0.0974852
29.474,-0.0981681,-0.0214318,-0.0972922
29.589,-0.0980985,-0.0217462,-0.0973125
29.707,-0.0983226,-0.0220309,-0.098105
29.83,-0.0984668,-0.0225211,-0.0994664
29.946,-0.0983896,-0.0230441,-0.100584
30.064,-0.0986243,-0.0235799,-0.101321
30.188,-0.098557,-0.0239046,-0.101605
30.725,-0.0980305,-0.0236933,-0.102159
30.845,-0.0975803,-0.0233915,-0.10317
30.961,-0.0967591,-0.0228259,-0.104729
31.081,-0.096119,-0.0219253,-0.106451
31.199,-0.0960137,-0.0208982,-0.108194
31.319,-0.0963805,-0.0202109,-0.109108
31.435,-0.0965873,-0.019971,-0.107081
31.551,-0.0969873,-0.0201394,-0.104216
31.671,-0.0978266,-0.0206405,-0.101773
31.794,-0.0979354,-0.021072,-0.100686
31.918,-0.0976271,-0.0212078,-0.101209
32.036,-0.0975287,-0.0210762,-0.102672
32.16,-0.0972196,-0.0209042,-0.103287
32.286,-0.0972239,-0.0205928,-0.103205
32.404,-0.0971465,-0.0203709,-0.102972
32.525,-0.097023,-0.0201411,-0.102779
32.643,-0.0972479,-0.0199588,-0.10226
32.762,-0.0974933,-0.0198817,-0.10162
32.885,-0.0974051,-0.0198451,-0.101209
33.008,-0.0973663,-0.019782,-0.100995
33.131,-0.0975478,-0.0197492,-0.10098
33.249,-0.0972111,-0.0198307,-0.100818
33.378,-0.0974632,-0.0199926,-0.100813
33.503,-0.0977973,-0.0201638,-0.100955
33.621,-0.0980174,-0.0202928,-0.101229
33.739,-0.0981874,-0.0203354,-0.101498
33.859,-0.0988385,-0.0202343,-0.1019
33.982,-0.100177,-0.0198408,-0.102621
34.104,-0.102245,-0.0186441,-0.103027
34.223,-0.104285,-0.0163656,-0.103373
34.345,-0.105044,-0.0140192,-0.104003
34.465,-0.104924,-0.0143686,-0.104836
34.586,-0.105516,-0.0174528,-0.104892
34.708,-0.106389,-0.0228795,-0.103033
34.83,-0.107217,-0.0301673,-0.100884
34.951,-0.108288,-0.0397736,-0.0975411
35.073,-0.109015,-0.0520723,-0.0937819
35.195,-0.108639,-0.0668152,-0.0912012
35.316,-0.106832,-0.0830269,-0.090871
35.439,-0.103897,-0.100242,-0.0927811
35.555,-0.0999577,-0.116507,-0.094549
35.677,-0.0930728,-0.132581,-0.0964489
35.804,-0.0823442,-0.14695,-0.097724
35.925,-0.0711035,-0.158471,-0.0985266
36.045,-0.0596182,-0.167057,-0.0992988
36.165,-0.048435,-0.17306,-0.101173
36.287,-0.0363617,-0.176603,-0.10412
36.417,-0.0236062,-0.178791,-0.107406
36.538,-0.0107888,-0.179735,-0.110322
36.659,0.00208904,-0.178796,-0.112842
36.781,0.0142395,-0.176271,-0.116444
36.904,0.0249124,-0.170644,-0.12129
37.024,0.0341197,-0.161961,-0.125959
38.25,0.0478478,-0.0467617,-0.129062
38.371,0.042621,-0.0436501,-0.122362
38.495,0.038015,-0.0411108,-0.120035
38.617,0.0364232,-0.0424474,-0.124135
38.741,0.0363247,-0.0494868,-0.126401
38.867,0.0386749,-0.061005,-0.122906
38.991,0.0414259,-0.0749479,-0.117673
39.112,0.0429372,-0.0897001,-0.112481
39.232,0.0429945,-0.103584,-0.10861
39.354,0.0421294,-0.116754,-0.104318
39.477,0.0392637,-0.130949,-0.0981253
39.599,0.0366085,-0.144476,-0.0919582
39.719,0.0351592,-0.156187,-0.0872998
39.842,0.0357051,-0.165976,-0.0845414
39.962,0.0384955,-0.168837,-0.0844245
40.086,0.0418086,-0.161725,-0.0875995
40.21,0.0418518,-0.146084,-0.0922477
40.327,0.0397981,-0.126676,-0.0966064
40.448,0.0365065,-0.105161,-0.100533
40.569,0.0329229,-0.0825503,-0.104379
40.692,0.0307211,-0.0623954,-0.107874
40.815,0.0309831,-0.0464958,-0.111008
40.942,0.0337904,-0.0335507,-0.113655
41.064,0.0370103,-0.0229519,-0.116098
41.189,0.0399014,-0.0145135,-0.11844
41.315,0.0428003,-0.00901656,-0.119126
41.441,0.0460801,-0.00532389,-0.116876
41.565,0.0502289,-0.00281493,-0.114686
41.69,0.055835,-0.00220332,-0.113782
41.812,0.0648553,-0.00491363,-0.117135
41.936,0.0750305,-0.0128408,-0.122362
42.059,0.0832586,-0.0240427,-0.129362
42.938,0.0762433,-0.0996758,-0.125857
43.063,0.0743324,-0.11104,-0.12161
43.185,0.0728979,-0.121199,-0.119715
43.31,0.0713162,-0.129303,-0.118344
43.437,0.0684819,-0.134872,-0.115423
43.565,0.0640472,-0.138628,-0.110962
43.691,0.0584387,-0.144232,-0.1057
43.813,0.0527708,-0.151004,-0.100614
43.936,0.0473686,-0.158318,-0.0958444
44.059,0.0433,-0.165262,-0.0920344
44.185,0.041635,-0.170149,-0.0911301
44.311,0.0385732,-0.17231,-0.090297
44.437,0.0398396,-0.167222,-0.093538
44.561,0.0462291,-0.1546,-0.0983183
44.687,0.0522945,-0.13704,-0.102403
44.81,0.056029,-0.119654,-0.106365
44.93,0.0585446,-0.103269,-0.108956
45.056,0.0602211,-0.0885289,-0.108097
45.179,0.0618058,-0.0758543,-0.107533
45.305,0.0644716,-0.0660338,-0.108961
45.426,0.0679933,-0.0580034,-0.109941
45.549,0.0717036,-0.049798,-0.110922
45.675,0.0755309,-0.0403949,-0.111694
45.799,0.079206,-0.0301394,-0.111963
45.924,0.083225,-0.0194952,-0.110531
46.047,0.0884134,-0.00940535,-0.108199
46.671,0.102493,0.0327687,-0.106771
46.792,0.102741,0.037823,-0.102113
46.916,0.101926,0.039579,-0.0994207
47.041,0.101234,0.0411602,-0.100437
47.163,0.101569,0.0446041,-0.103602
47.287,0.103057,0.0496789,-0.107239
47.413,0.102902,0.056047,-0.110399
47.538,0.10303,0.063414,-0.111293
47.653,0.102972,0.0715163,-0.110465
47.777,0.103029,0.0814775,-0.106116
47.902,0.103002,0.093118,-0.0999439
48.026,0.103016,0.105185,-0.0933856
48.157,0.103047,0.117016,-0.0886358
48.28,0.103029,0.1264,-0.0860501
48.41,0.103059,0.133778,-0.0842467
48.531,0.103066,0.135887,-0.0836016
48.658,0.103101,0.1291,-0.0867969
48.787,0.103079,0.111942,-0.0935584
48.909,0.103062,0.0896003,-0.102662
49.034,0.103069,0.063382,-0.111242
49.155,0.102999,0.0378495,-0.120559
49.275,0.10307,0.0177912,-0.130465
50.111,0.0928652,-0.0509077,-0.123317
50.234,0.0914879,-0.0439221,-0.11872
50.362,0.0953271,-0.0309075,-0.116571
50.486,0.103741,-0.0170689,-0.114828
50.603,0.103038,-0.00233935,-0.110627
50.723,0.103198,0.0127235,-0.103043
50.846,0.10304,0.024321,-0.097983
50.972,0.103105,0.0332017,-0.0947369
51.102,0.103102,0.0408673,-0.0918769
51.227,0.103035,0.045437,-0.0895452
51.355,0.102841,0.0435126,-0.0893318
51.48,0.100024,0.0317527,-0.0946861
51.605,0.0934917,0.0164974,-0.103718
51.734,0.086149,0.0017724,-0.109291
51.851,0.0796605,-0.0096485,-0.110805
51.978,0.0734645,-0.020696,-0.110104
52.101,0.0684522,-0.0314534,-0.108387
52.23,0.0635928,-0.043219,-0.106441
52.352,0.0582923,-0.0545388,-0.105258
52.475,0.0524584,-0.0666072,-0.104999
52.597,0.0466416,-0.0784182,-0.104978
52.722,0.039921,-0.0890702,-0.104328
52.847,0.0305772,-0.100438,-0.101798
52.972,0.0179031,-0.113554,-0.0983894
53.099,0.00281161,-0.127437,-0.0956412
53.224,-0.0125864,-0.139006,-0.0933348
53.347,-0.0276346,-0.14558,-0.0913486
53.475,-0.0438388,-0.146574,-0.0910184
53.6,-0.0600536,-0.143649,-0.093411
53.717,-0.073137,-0.138561,-0.0962508
53.832,-0.0836961,-0.133001,-0.100142
54.469,-0.123276,-0.110672,-0.108412
54.591,-0.125429,-0.106914,-0.106101
54.715,-0.126247,-0.103612,-0.104252
54.841,-0.127658,-0.100452,-0.103825
54.964,-0.129774,-0.0968427,-0.105583
55.087,-0.131863,-0.0922626,-0.106893
55.21,-0.133765,-0.0871412,-0.107447
55.336,-0.13606,-0.0815233,-0.1057
55.462,-0.139078,-0.0754193,-0.103149
55.585,-0.143148,-0.0692031,-0.100874
55.707,-0.146726,-0.0628812,-0.100792
55.831,-0.148943,-0.0559634,-0.102621
55.948,-0.150971,-0.0494363,-0.101178
56.07,-0.152671,-0.0436347,-0.0974446
56.197,-0.152214,-0.0390586,-0.0928675
56.32,-0.1517,-0.0344271,-0.0902005
56.437,-0.151209,-0.0291671,-0.0893318
56.557,-0.150787,-0.023583,-0.0898246
56.686,-0.15048,-0.0184666,-0.091501
56.809,-0.150294,-0.0144035,-0.0925525
56.935,-0.150154,-0.0104602,-0.0918464
57.052,-0.150053,-0.00624296,-0.0887832
57.172,-0.149992,-0.000489153,-0.0841858
57.296,-0.150057,0.00647415,-0.0796798
57.422,-0.15028,0.0140658,-0.076647
57.538,-0.150587,0.0203906,-0.0758495
57.653,-0.15078,0.0255811,-0.0776986
57.779,-0.149355,0.0302076,-0.0793953
57.903,-0.146451,0.0344711,-0.0802234
58.02,-0.141639,0.0382988,-0.0797966
58.147,-0.133678,0.0426743,-0.0780694
58.264,-0.12439,0.0469842,-0.0759358
58.389,-0.115085,0.0516686,-0.0734974
58.507,-0.107541,0.0552385,-0.071816
58.632,-0.0994337,0.0572241,-0.0704698
58.754,-0.0930175,0.0576413,-0.0697382
58.876,-0.0899517,0.0573636,-0.0692302
58.999,-0.0895718,0.0569561,-0.0678688
59.122,-0.0899845,0.0567147,-0.0657352
59.25,-0.0900746,0.0566987,-0.0638251
59.374,-0.0899652,0.0569085,-0.0630377
59.493,-0.0900331,0.0571752,-0.0635152
59.616,-0.0901,0.05758,-0.0652475
59.735,-0.0902233,0.057945,-0.0663397
59.854,-0.0904804,0.0582023,-0.0668731
59.981,-0.0905048,0.0582661,-0.0671322
60.097,-0.0904519,0.0583267,-0.0672236
60.223,-0.0904379,0.0583004,-0.0670255
60.343,-0.0906461,0.0582495,-0.0659435
60.467,-0.090834,0.0581273,-0.0651561
60.588,-0.0907604,0.0580423,-0.0651104
60.709,-0.0904705,0.0579879,-0.066167
60.834,-0.0904431,0.0580484,-0.0672846
60.955,-0.0906225,0.0580831,-0.0682701
61.075,-0.0904935,0.0580059,-0.069022
61.198,-0.0900426,0.0578643,-0.0697738
61.314,-0.0898086,0.0565549,-0.0710743
61.433,-0.0914323,0.0472695,-0.0739445
61.553,-0.0959721,0.0254909,-0.0797255
61.672,-0.101572,-0.00428264,-0.0875335
61.792,-0.103167,-0.0358126,-0.0956158
61.916,-0.0991936,-0.0625269,-0.102128
62.037,-0.0930318,-0.0808694,-0.105725
62.155,-0.0825814,-0.093198,-0.107813
62.272,-0.0624626,-0.102921,-0.110261
62.389,-0.0371023,-0.109342,-0.116017
62.507,-0.0128437,-0.113879,-0.124064
63.009,0.0585131,-0.133991,-0.129342
63.126,0.0686713,-0.131974,-0.12573
63.248,0.0777772,-0.126866,-0.122591
63.366,0.082604,-0.123278,-0.124242
63.485,0.0803329,-0.121935,-0.128869
63.806,0.0756056,-0.114577,-0.127483
63.926,0.0778402,-0.1087,-0.12449
64.037,0.078351,-0.105129,-0.122916
64.157,0.0777599,-0.10133,-0.122103
64.275,0.0777712,-0.0960132,-0.121651
64.393,0.0787255,-0.089851,-0.123546
64.509,0.0804264,-0.0837414,-0.126401
64.629,0.0824729,-0.0782932,-0.128717
64.747,0.0838381,-0.0732268,-0.12985
64.976,0.0857428,-0.0661746,-0.129779
65.09,0.0869923,-0.0635176,-0.127544
65.21,0.0873201,-0.0635581,-0.124902
65.329,0.0865503,-0.0674334,-0.124907
65.447,0.0879566,-0.0735764,-0.127127
65.564,0.0932009,-0.0780478,-0.128341
65.678,0.095985,-0.077993,-0.1283
65.796,0.0941998,-0.075994,-0.127711
65.912,0.0923799,-0.0744357,-0.12666
66.03,0.0924813,-0.0711526,-0.125974
66.147,0.0931877,-0.0658354,-0.127264
66.26,0.0938193,-0.060224,-0.12893
66.411,0.0956463,-0.0530427,-0.129962
66.569,0.0978146,-0.0485946,-0.127843
66.683,0.0985519,-0.0493639,-0.126721
66.805,0.0969908,-0.0573137,-0.12539
66.923,0.0943512,-0.0697946,-0.124003
67.043,0.0921755,-0.0846584,-0.122753
67.158,0.0917928,-0.0985596,-0.12192
67.279,0.092714,-0.11022,-0.124394
67.398,0.092541,-0.11965,-0.126517
67.519,0.0901936,-0.128561,-0.127955
67.646,0.0860631,-0.136738,-0.125476
67.76,0.081244,-0.143768,-0.121239
67.881,0.0757388,-0.150793,-0.116718
68.001,0.0677481,-0.155147,-0.114325
68.121,0.0573374,-0.158422,-0.112415
68.238,0.0465223,-0.16064,-0.110561
68.354,0.0357961,-0.161612,-0.109586
68.475,0.0253036,-0.162402,-0.108433
68.596,0.0168702,-0.164406,-0.107
68.713,0.0102444,-0.168747,-0.104785
69.453,-0.0278587,-0.160983,-0.0979678
69.568,-0.0259739,-0.152301,-0.102215
69.689,-0.0219239,-0.145931,-0.107879
69.808,-0.0189178,-0.142246,-0.113889
69.93,-0.0170283,-0.139914,-0.119929
70.049,-0.015647,-0.138457,-0.123241
70.165,-0.015428,-0.137614,-0.123541
70.286,-0.0161758,-0.136601,-0.121559
70.401,-0.0168812,-0.135338,-0.120061
70.518,-0.0173022,-0.133915,-0.118969
70.635,-0.0176602,-0.132712,-0.119151
70.756,-0.0179839,-0.132088,-0.120731
70.877,-0.0181335,-0.132038,-0.121463
70.994,-0.0179788,-0.132146,-0.121148
71.112,-0.0179503,-0.132119,-0.120335
71.234,-0.0178956,-0.132015,-0.119741
71.353,-0.0180656,-0.131828,-0.119126
71.468,-0.0182491,-0.13169,-0.118664
