time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0.000999928,0.0869574,0.0502351,-0.134996,0.0987626,-0.0996634,-0.135291,0,150,-3.88778,0.774089,-29.4156,0,0
0.0189996,0.0867461,0.0502621,-0.134569,0.098484,-0.0996247,-0.135291,0,150,-1.69051,0.774089,-28.1949,0,0
0.0359998,0.0863258,0.0504062,-0.133797,0.0979299,-0.0994184,-0.135291,0,150,-1.77596,0.676433,-27.6577,0,0
0.0539999,0.0858713,0.0505921,-0.132766,0.0973307,-0.0991522,-0.135291,0,150,-1.43416,1.26237,-36.0074,0,0
0.0719995,0.0851906,0.050798,-0.131735,0.0964333,-0.0988574,-0.135291,0,150,-5.75545,0.444528,-35.104,0,0
0.0889997,0.0844487,0.0510029,-0.131059,0.0954552,-0.098564,-0.135291,0,150,-0.982494,1.39666,-34.9575,0,0
0.107,0.0835108,0.0512896,-0.130388,0.0942187,-0.0981535,-0.135291,0,150,0.555593,1.10368,-27.2671,0,0
0.125,0.0826771,0.051664,-0.129362,0.0931196,-0.0976175,-0.135291,0,150,0.580001,0.334591,-31.8325,0,1
0.144,0.0817536,0.0520688,-0.128062,0.0919021,-0.0970379,-0.135291,0,150,-3.21638,0.285713,-33.6148,0,1
0.165,0.0805087,0.0525819,-0.126751,0.0902609,-0.0963032,-0.135291,0,150,-3.79011,1.75054,-33.8589,0,1
0.183,0.0790686,0.0531587,-0.125674,0.0883623,-0.0954773,-0.135291,0,150,-4.26618,3.05669,-30.2212,0,1
0.201,0.0772921,0.0539967,-0.12443,0.0860202,-0.0942774,-0.135291,0,150,-5.42585,5.38823,-31.7593,0,1
0.219,0.0749989,0.0552564,-0.123048,0.082997,-0.0924738,-0.135291,154.108,150,-9.8448,6.82866,-35.4702,0,1
0.237,0.072082,0.0570014,-0.1219,0.0791514,-0.0899753,-0.135291,151.189,150,-12.7623,8.30571,-37.6431,0,1
0.256,0.06783,0.0595811,-0.121016,0.0735458,-0.0862816,-0.135291,149.451,150,-13.9097,9.02593,-34.5425,0,1
0.274,0.0626931,0.0627598,-0.12032,0.0667735,-0.0817303,-0.135291,148.627,150,-12.4571,8.74516,-32.2476,0,1
0.292,0.0566698,0.0665171,-0.119583,0.0588326,-0.0763505,-0.135291,148.308,150,-12.0054,8.14702,-32.687,0,1
0.31,0.0495325,0.0710147,-0.118791,0.0494231,-0.0699108,-0.135291,148,150,-12.1763,5.60796,-35.6411,0,1
0.327,0.0416707,0.0758424,-0.118191,0.0390584,-0.0629984,-0.135291,148.105,150,-9.35652,3.64263,-34.9087,0,1
0.347,0.0321055,0.081584,-0.117729,0.026448,-0.0547775,-0.135291,148.476,150,-5.97517,1.29888,-33.1753,0,1
0.365,0.0227043,0.0870352,-0.117358,0.0140538,-0.0469723,-0.135291,149.156,150,-3.10652,0.212459,-33.1021,0,1
0.383,0.0128285,0.0925768,-0.116952,0.00103395,-0.0390378,-0.135291,149.877,150,1.14153,-1.36224,-34.1275,0,1
