Subject,Force,BallFreq,Energy0.5,Energy1.0,Energy1.5,Energy2.5,Resonance
Subject2,F1_B0,1.5Hz,0.9826635125765515,1.2243332394345583,0.8234920594055748,0.17147486147883811,0.8234920594055748
Subject2,F1_B0,2.5Hz,0.1361928694445533,0.07577445151129342,0.1528002931141464,0.07700900535764006,0.07700900535764006
Subject2,F1_B0,2.5Hz,0.2881156816885405,0.238352157896674,0.2390704056092804,0.12288363557725185,0.12288363557725185
Subject2,F1_B0,2.5Hz,0.42071479672278955,0.4188681086245067,0.34590785001824464,0.18548248559458919,0.18548248559458919
Subject2,F1_B0,2.5Hz,0.5766049444439107,0.6250388658613684,0.4328771643392991,0.24721519022525335,0.24721519022525335
Subject2,F1_B0,2.5Hz,0.8190734826609298,0.7948519649648592,0.5385273849307235,0.2946448218238398,0.2946448218238398
Subject2,F1_B0,2.5Hz,1.044382252843722,1.0141122264105373,0.6093754654520176,0.36319585497069273,0.36319585497069273
Subject3,F1_B0,0.5Hz,0.06575592157396344,0.15296200589298806,0.17991726372063266,0.10126938711949728,0.06575592157396344
Subject3,F1_B0,0.5Hz,0.1403449869934726,0.32466874987650474,0.3151436209068964,0.18333545449691557,0.1403449869934726
Subject3,F1_B0,0.5Hz,0.2034981835553999,0.4798525458455578,0.45662577657161696,0.2621472659288327,0.2034981835553999
Subject3,F1_B0,0.5Hz,0.2681713205285059,0.5616311620923076,0.6399608958601352,0.34698051681709147,0.2681713205285059
Subject3,F1_B0,0.5Hz,0.3561632325734245,0.7520611899803299,0.8213036906117319,0.4329026141491579,0.3561632325734245
Subject3,F1_B0,0.5Hz,0.4261847727461552,0.9160305580277943,0.9777656529331296,0.5177344061483313,0.4261847727461552
Subject3,F1_B0,1Hz,0.0826081867176154,0.18158902776080355,0.1459483174565942,0.05331284649329739,0.18158902776080355
Subject3,F1_B0,1Hz,0.17557760612778628,0.40696978526523625,0.30492191187410755,0.10697516753745279,0.40696978526523625
Subject3,F1_B0,1Hz,0.23490706779168974,0.5730989509351397,0.47818201156167267,0.17971768011675865,0.5730989509351397
Subject3,F1_B0,1Hz,0.28551951000854087,0.6815123127309791,0.633090454084027,0.3256523472920192,0.6815123127309791
Subject3,F1_B0,1Hz,0.34381618794625485,0.833567009143167,0.7594567390690405,0.40945372533939756,0.833567009143167
Subject3,F1_B0,1Hz,0.40931020087304487,0.9673139942654778,0.8929564474616906,0.48675151983068315,0.9673139942654778
Subject3,F1_B0,1.5Hz,0.07539915108463675,0.16097340584816514,0.17731780928264512,0.05562059799008644,0.17731780928264512
Subject3,F1_B0,1.5Hz,0.16190084319553255,0.318653647181022,0.3232591551682467,0.11550313580136937,0.3232591551682467
Subject3,F1_B0,1.5Hz,0.22567152685603295,0.49831069298060915,0.49730586178181574,0.17551324558414227,0.49730586178181574
Subject3,F1_B0,1.5Hz,0.28920634322793193,0.60022698464784,0.7145939344618222,0.26523771284736836,0.7145939344618222
Subject3,F1_B0,1.5Hz,0.3339301580713144,0.7551199991923376,0.8493187027551122,0.35844705033070157,0.8493187027551122
Subject3,F1_B0,1.5Hz,0.37114104915664803,0.8939499566293745,1.015437592640091,0.4395869624726215,1.015437592640091
Subject3,F1_B0,2.5Hz,0.052754234639329614,0.13588743934074107,0.14542345156759023,0.06006426639525861,0.06006426639525861
Subject3,F1_B0,2.5Hz,0.10435498814707345,0.23308748164713305,0.2987066895696264,0.15969190703178798,0.15969190703178798
Subject3,F1_B0,2.5Hz,0.16685288137586585,0.36188915195371496,0.43348022774258754,0.24581350514727557,0.24581350514727557
Subject3,F1_B0,2.5Hz,0.23205295468804993,0.48702788692906795,0.6161118354569664,0.32171200696140834,0.32171200696140834
Subject3,F1_B0,2.5Hz,0.29561669291942544,0.6085356931474127,0.7165510781426326,0.43038529522262947,0.43038529522262947
Subject3,F1_B0,2.5Hz,0.33256573488206925,0.7542807577296671,0.8811223823571802,0.5130898345479225,0.5130898345479225
Subject4,F1_B0,0.5Hz,0.09828744705296191,0.19396851844198854,0.10989303942163137,0.049743997442938725,0.09828744705296191
Subject4,F1_B0,0.5Hz,0.18387529543287007,0.35001589755328166,0.2703742725390721,0.11773522180270225,0.18387529543287007
Subject4,F1_B0,0.5Hz,0.24068165860273064,0.5658504704518839,0.4266320194539132,0.16823767479337295,0.24068165860273064
Subject4,F1_B0,0.5Hz,0.3331563714940522,0.7651044338132091,0.5631034620127852,0.2349250788207211,0.3331563714940522
Subject4,F1_B0,0.5Hz,0.4429820173509831,0.9304747691966834,0.717363993354494,0.27737147584266775,0.4429820173509831
Subject4,F1_B0,0.5Hz,0.5468750680403015,1.0525752356997808,0.9257114976525886,0.3225843191888992,0.5468750680403015
Subject4,F1_B0,1Hz,0.14853934680792064,0.22560712808501227,0.10150959350508812,0.06060159328219788,0.22560712808501227
Subject4,F1_B0,1Hz,0.2237727409751895,0.5232116873810735,0.18905371916338992,0.10306006590640954,0.5232116873810735
Subject4,F1_B0,1Hz,0.3731140971179373,0.7098134437448842,0.3469604985284005,0.17734480479503395,0.7098134437448842
Subject4,F1_B0,1Hz,0.4387221302897947,0.9517213126274913,0.5595681087032447,0.24437354867833214,0.9517213126274913
Subject4,F1_B0,1Hz,0.5091129761939805,1.169419463725608,0.6693872481956774,0.28748372936455435,1.169419463725608
Subject4,F1_B0,1Hz,0.5677381319204129,1.4037151764606868,0.8159608834410661,0.3513885268342948,1.4037151764606868
Subject4,F1_B0,1.5Hz,0.05874132789246616,0.15224546335291492,0.18309485698918493,0.06473490916090725,0.18309485698918493
Subject4,F1_B0,1.5Hz,0.11398579264875455,0.3417094764587363,0.3440343691201645,0.1280172914402744,0.3440343691201645
Subject4,F1_B0,1.5Hz,0.16929508231456045,0.48392684178532913,0.5485451844407185,0.21001518594520482,0.5485451844407185
Subject4,F1_B0,1.5Hz,0.2640282418142238,0.6498932097290703,0.7109839189717473,0.24856883040645766,0.7109839189717473
Subject4,F1_B0,1.5Hz,0.4079842056268698,0.8026731320848837,0.8449738308315979,0.29794940565886074,0.8449738308315979
Subject4,F1_B0,1.5Hz,0.4730148703683896,1.029176906366495,0.9912961427351239,0.35243923263853166,0.9912961427351239
Subject4,F1_B0,2.5Hz,0.10495280270671221,0.1948960139063351,0.15109905223866954,0.062296318233829064,0.062296318233829064
Subject4,F1_B0,2.5Hz,0.2227864257329633,0.4230924376163267,0.2970046438710665,0.13825990445541458,0.13825990445541458
Subject4,F1_B0,2.5Hz,0.3012418367586923,0.6194548746968844,0.45675889565242167,0.19837679244220852,0.19837679244220852
Subject4,F1_B0,2.5Hz,0.42611138713304075,0.8035983138137662,0.6082623806003902,0.24936829515877082,0.24936829515877082
Subject4,F1_B0,2.5Hz,0.499352403064779,0.9681007408895277,0.8060029566317257,0.35462134388598276,0.35462134388598276
Subject4,F1_B0,2.5Hz,0.5543283896617462,1.1153646984883139,0.9708299346931333,0.4381743157065653,0.4381743157065653
Subject5,F1_B0,0.5Hz,0.11831297970487985,0.12243250258632857,0.08390426299600977,0.05248277413010894,0.11831297970487985
Subject5,F1_B0,0.5Hz,0.2579520924359477,0.25627863338679535,0.21906310140185287,0.07987372228332743,0.2579520924359477
Subject5,F1_B0,0.5Hz,0.43282160370529266,0.42034388851377225,0.334517952234156,0.12848042285586272,0.43282160370529266
Subject5,F1_B0,0.5Hz,0.6333079760589798,0.5642259774362697,0.4091034350004973,0.19424443752468434,0.6333079760589798
Subject5,F1_B0,0.5Hz,0.7999533659680921,0.7548027413825265,0.5023648306884662,0.2554181618888994,0.7999533659680921
Subject5,F1_B0,0.5Hz,0.9615097800478674,0.9155244853891358,0.5803983544003177,0.28632773087584573,0.9615097800478674
Subject5,F1_B0,1Hz,0.12499390801978728,0.2220332640102193,0.10544694785827904,0.037675281230459524,0.2220332640102193
Subject5,F1_B0,1Hz,0.2473571580804881,0.4081349038627815,0.21348061083931602,0.0760686826104176,0.4081349038627815
Subject5,F1_B0,1Hz,0.3759288593581728,0.6720578548710967,0.2969832384043971,0.12321400160711717,0.6720578548710967
Subject5,F1_B0,1Hz,0.5337341186456092,0.8588569866592055,0.3943265377619085,0.18587501220354669,0.8588569866592055
Subject5,F1_B0,1Hz,0.641522992323813,1.0264294460504668,0.48534539607006133,0.24719537652453535,1.0264294460504668
Subject5,F1_B0,1Hz,0.708767953217004,1.2383522078544995,0.638725793509946,0.28287725581734946,1.2383522078544995
Subject5,F1_B0,1.5Hz,0.09414576712695422,0.10765102729424463,0.1512835216595196,0.03248679620705363,0.1512835216595196
Subject5,F1_B0,1.5Hz,0.1973907843001148,0.38392147543118255,0.23350652011099945,0.08142987439719335,0.23350652011099945
Subject5,F1_B0,1.5Hz,0.28958597858088997,0.5826535507370567,0.3037206586297091,0.1554607129550631,0.3037206586297091
Subject5,F1_B0,1.5Hz,0.4737584748731136,0.7879499302944016,0.4068238309990491,0.19396005996057258,0.4068238309990491
Subject5,F1_B0,1.5Hz,0.579409754609768,1.026004081143444,0.5821992931508768,0.2307767166836533,0.5821992931508768
Subject5,F1_B0,1.5Hz,0.6795838725497437,1.2244034353301327,0.7493421794622788,0.2800739656793886,0.7493421794622788
Subject5,F1_B0,2.5Hz,0.13189155623145793,0.15260294849912748,0.08359552775733133,0.08869303358736039,0.08869303358736039
Subject5,F1_B0,2.5Hz,0.27911381379359856,0.35284801768036145,0.17095772757254177,0.13671618884433562,0.13671618884433562
Subject5,F1_B0,2.5Hz,0.402444901310699,0.5322755213886807,0.2400829806279555,0.21070610009385735,0.21070610009385735
Subject5,F1_B0,2.5Hz,0.5650373414721486,0.6600212857101719,0.3552665111843151,0.2827084611091783,0.2827084611091783
Subject5,F1_B0,2.5Hz,0.6970164947575825,0.7997180262419606,0.5072565536654128,0.356826036379987,0.356826036379987
Subject5,F1_B0,2.5Hz,0.8249868959889393,1.024070900265116,0.6174456527836327,0.4166854952092899,0.4166854952092899
Subject6,F1_B0,0.5Hz,0.18496337155173428,0.19228394675379773,0.1042669905214692,0.052026579731399805,0.18496337155173428
Subject6,F1_B0,0.5Hz,0.32168522188341575,0.3869138783992477,0.2588992156125614,0.08626749763438167,0.32168522188341575
Subject6,F1_B0,0.5Hz,0.4627363729028764,0.5517600896347723,0.3914925874031945,0.1404994934197503,0.4627363729028764
Subject6,F1_B0,0.5Hz,0.5979920272354169,0.7395534649580958,0.5360958340187801,0.2015212075802094,0.5979920272354169
Subject6,F1_B0,0.5Hz,0.7074510142466663,0.9055925367451352,0.6530704092031664,0.23774336420640046,0.7074510142466663
Subject6,F1_B0,0.5Hz,0.8582962110876774,1.0746461986437619,0.7279167137490041,0.30249199911754454,0.8582962110876774
Subject6,F1_B0,1Hz,0.162296919714607,0.16696466691314757,0.09627672574883203,0.04236981158716332,0.16696466691314757
Subject6,F1_B0,1Hz,0.3353384110570778,0.43355141464046676,0.17253214149346252,0.07729093575515987,0.43355141464046676
Subject6,F1_B0,1Hz,0.43743440399571704,0.6816796738997419,0.3127179441995034,0.11933435846712756,0.6816796738997419
Subject6,F1_B0,1Hz,0.5379383949856014,0.9403033131747898,0.4459930497861917,0.1503154062844969,0.9403033131747898
Subject6,F1_B0,1Hz,0.6273993732061999,1.1096897017860907,0.5212575915618441,0.19636881312579807,1.1096897017860907
Subject6,F1_B0,1Hz,0.7862489283484965,1.3426713458912485,0.602527074388303,0.22969671646918197,1.3426713458912485
Subject6,F1_B0,1.5Hz,0.15082986859324396,0.1622608483696173,0.1412843466930237,0.031863621100443135,0.1412843466930237
Subject6,F1_B0,1.5Hz,0.289495914781444,0.3732110473456993,0.23776493489460254,0.07010551252055117,0.23776493489460254
Subject6,F1_B0,1.5Hz,0.3632123872767132,0.6261117240481064,0.39826247981357465,0.1079897588219785,0.39826247981357465
Subject6,F1_B0,1.5Hz,0.5252645685256824,0.7872987645539979,0.47237603592459076,0.13668949117581347,0.47237603592459076
Subject6,F1_B0,1.5Hz,0.6459760503340418,0.9830666872385561,0.5607888935540511,0.168111344705411,0.5607888935540511
Subject6,F1_B0,1.5Hz,0.7474942753252546,1.2079241122364224,0.7601828253300884,0.20801709122214213,0.7601828253300884
Subject6,F1_B0,2.5Hz,0.08068117652716429,0.09333641973719176,0.05243492783078427,0.14212279517293586,0.14212279517293586
Subject6,F1_B0,2.5Hz,0.21944073520639046,0.2310368372344155,0.14000308187099764,0.22178187346857448,0.22178187346857448
Subject6,F1_B0,2.5Hz,0.38147039740202987,0.4556635499515456,0.20396090726468127,0.2795871068871799,0.2795871068871799
Subject6,F1_B0,2.5Hz,0.5544204207977356,0.6538288218114026,0.2786260051795141,0.3370606316571968,0.3370606316571968
Subject6,F1_B0,2.5Hz,0.6798258521541225,0.8456138399592514,0.41396189322734045,0.4083426656744398,0.4083426656744398
Subject6,F1_B0,2.5Hz,0.7397384976552849,1.0161481070651004,0.5871181766590403,0.5097898653195033,0.5097898653195033
Subject7,F1_B0,0.5Hz,0.14759968596883927,0.08213298732238553,0.10033837490401995,0.04161344007045895,0.14759968596883927
Subject7,F1_B0,0.5Hz,0.1769938347457882,0.19643137090042814,0.3143522027866841,0.11730549475440016,0.1769938347457882
Subject7,F1_B0,0.5Hz,0.2523451318321074,0.3290769758107603,0.5263421126206654,0.16994263317167574,0.2523451318321074
Subject7,F1_B0,0.5Hz,0.2872634352260995,0.4772738904515103,0.6860063436249817,0.24039440903803438,0.2872634352260995
Subject7,F1_B0,0.5Hz,0.3564691369150025,0.5841825152883503,0.8934431876287885,0.30628041758970154,0.3564691369150025
Subject7,F1_B0,0.5Hz,0.4420130735862081,0.6938994956132446,1.0540183336530662,0.3944922729022538,0.4420130735862081
Subject7,F1_B0,1Hz,0.0721612007022738,0.21497350415806205,0.17880378661705365,0.0450436082831993,0.21497350415806205
Subject7,F1_B0,1Hz,0.1711755114438502,0.4163682641472982,0.3550468816392945,0.10271453108606778,0.4163682641472982
Subject7,F1_B0,1Hz,0.27379678419164366,0.689448883919821,0.47902511747605925,0.14460041974517907,0.689448883919821
Subject7,F1_B0,1Hz,0.29959516671322284,0.8290123571309945,0.6503322664292538,0.24131833959023347,0.8290123571309945
Subject7,F1_B0,1Hz,0.3393021173240983,0.9346291023322488,0.7747451446751185,0.3641377233308052,0.9346291023322488
Subject7,F1_B0,1Hz,0.3760703801477381,1.0626529060080585,0.9473962744668984,0.4394615820237556,1.0626529060080585
Subject7,F1_B0,1.5Hz,0.05066111772326064,0.14541614202307526,0.14377143479641089,0.06971055755966368,0.14377143479641089
Subject7,F1_B0,1.5Hz,0.14287450801856144,0.293870460060944,0.3609402801967776,0.11286266347296858,0.3609402801967776
Subject7,F1_B0,1.5Hz,0.19266253820605594,0.45922726267968095,0.5633364128792171,0.16358862368565655,0.5633364128792171
Subject7,F1_B0,1.5Hz,0.22423325884463918,0.6969191459827055,0.8372191877153998,0.2317882452928295,0.8372191877153998
Subject7,F1_B0,1.5Hz,0.2789114482391456,0.7904648577414072,1.0550858218002326,0.31584140248678705,1.0550858218002326
Subject7,F1_B0,1.5Hz,0.2994383545523619,0.8976694943567023,1.2746899302285764,0.41185999734479983,1.2746899302285764
Subject7,F1_B0,2.5Hz,0.10526629473185858,0.13704596927086746,0.1359774135823103,0.0948941167319277,0.0948941167319277
Subject7,F1_B0,2.5Hz,0.20319310713911778,0.23810067466431317,0.27730491133453294,0.15726864436841748,0.15726864436841748
Subject7,F1_B0,2.5Hz,0.2653882026537047,0.39853741162037004,0.41069896556858526,0.2805180085813418,0.2805180085813418
Subject7,F1_B0,2.5Hz,0.29266609652553904,0.5148236820927193,0.6000428579113612,0.36472989996852223,0.36472989996852223
Subject7,F1_B0,2.5Hz,0.33271907668694845,0.6241105756373609,0.7970027490774122,0.4343257015627384,0.4343257015627384
Subject7,F1_B0,2.5Hz,0.37808176349050693,0.8168838707238458,0.9657339670149073,0.5198332025658466,0.5198332025658466
Subject1,F0_B1,0.5Hz,0.05705077375462314,0.1871941029125691,0.12259132043429566,0.07714207666504325,0.05705077375462314
Subject1,F0_B1,0.5Hz,0.14140004006396523,0.3696099473444985,0.2636327766905527,0.11848900492292949,0.14140004006396523
Subject1,F0_B1,0.5Hz,0.23933182706839085,0.5876267732296252,0.3753823090471375,0.17845559530861405,0.23933182706839085
Subject1,F0_B1,0.5Hz,0.4489389648666711,0.900369126621251,0.42737902152263224,0.1966077349233449,0.4489389648666711
Subject1,F0_B1,0.5Hz,0.6610532979928992,1.0676248356204967,0.527375280878887,0.2517290652655323,0.6610532979928992
Subject1,F0_B1,0.5Hz,0.855566213595477,1.1760587428835994,0.6273870620107367,0.27939478146945707,0.855566213595477
Subject1,F0_B1,1Hz,0.1262554686548737,0.19918463418057072,0.10307142285728585,0.029668977666932134,0.19918463418057072
Subject1,F0_B1,1Hz,0.24802694340632586,0.46677629727546643,0.2123776661304102,0.06413120710191986,0.46677629727546643
Subject1,F0_B1,1Hz,0.32994157536053326,0.7062176393017281,0.3493996958680098,0.09309694822459938,0.7062176393017281
Subject1,F0_B1,1Hz,0.44810744349480436,1.0876793054882454,0.415992836258299,0.14156737953583057,1.0876793054882454
Subject1,F0_B1,1Hz,0.5246050431341999,1.3602912871853645,0.6526179967708902,0.16401159164116255,1.3602912871853645
Subject1,F0_B1,1Hz,0.6223361646643417,1.7461903891132664,0.7454790746495223,0.20107691417326468,1.7461903891132664
