Subject,BallFreq,SL1,SL0,A0,A1
Sub211,2.5Hz,0.5938520438705984,0.5227053165792446,0.5704120615534688,0.4951592492641157
Sub211,2.5Hz,0.46850990865025405,-0.6580820990874796,0.1530696690390411,-1.642156540255267
Sub211,2.5Hz,0.7307741050690734,-0.4050719965779086,0.2678945271372343,-2.820809654007525
Sub211,2.5Hz,0.7788584513532671,1000,1000,-2.5095120323962647
Sub211,2.5Hz,0.5812123752985925,1000,1000,0.02872963250599425
Sub211,2.5Hz,1000,1000,1000,0.36058158028449927
Sub211,2.5Hz,1000,1000,1000,1000
Sub211,2.5Hz,1000,1000,1000,1000
Sub211,2.5Hz,1000,1000,1000,1000
Sub212,0.5Hz,-0.2282565264709059,-0.4810780302360947,0.25633218092645893,0.10325730424726337
Sub212,0.5Hz,-0.013739644149241477,-0.11202264568138147,0.44493067516155455,0.39111618776491736
Sub212,0.5Hz,-0.5932796247197946,-0.5443368415987525,0.16884704239094767,0.19437861783667437
Sub212,0.5Hz,-0.8143230768714534,-0.47909587700815753,-0.2432524836072661,-0.013540336903263894
Sub212,0.5Hz,-0.9206458871888268,-0.5662253475134318,-0.09896018054410312,0.1038330896095625
Sub212,0.5Hz,-0.569438639148112,0.19104506505660465,-0.47988934671852096,0.23720255106760788
Sub212,0.5Hz,-0.17794274810572977,-0.8201971185420501,0.3121332542741912,-0.06291504449130711
Sub212,0.5Hz,-1.7783348714630178,-0.1654502144779397,-0.06775996369304872,0.5520982400362227
Sub212,0.5Hz,-0.31745245527609467,-0.012277583878375343,0.16177252594042602,0.35593965551972995
Sub212,0.5Hz,1000,1000,1000,1000
Sub212,0.5Hz,1000,1000,1000,1000
Sub212,0.5Hz,1000,1000,1000,1000
Sub212,1Hz,-0.13207217066281401,0.5758952640274048,-1.225387361504097,0.1663099369054678
Sub212,1Hz,-0.11523511812935533,0.01108243614544002,0.028450385420434387,0.13849334333603702
Sub212,1Hz,-0.12993921651824358,-0.45722607013935274,-0.02543690105792833,-0.322454662746361
Sub212,1Hz,0.0293042629323728,0.028645120708677863,0.08943333636125399,0.08881502424492961
Sub212,1Hz,0.29999893941728406,0.3239057029497099,0.04969102315305774,0.08214641968247022
Sub212,1Hz,0.5569566510934794,0.11591491994600356,0.1602118437983377,-0.6757822482526326
Sub212,1Hz,0.3866841672082674,0.2075967204865486,0.1489380997869206,-0.09957089763700694
Sub212,1Hz,0.019894382043399633,0.03957818126696562,0.13673452167704692,0.15407178007106734
Sub212,1Hz,0.346310432667038,1000,1000,-0.010112270825852985
Sub212,1Hz,1000,1000,1000,1000
Sub212,1Hz,1000,1000,1000,1000
Sub212,1Hz,1000,1000,1000,1000
Sub212,1.5Hz,-0.21822751923955822,-0.2426669125381797,-0.7195269852549436,-0.754023165661762
Sub212,1.5Hz,-0.16009042395540174,-0.09683015726220978,-0.19475735148685852,-0.1296066812218517
Sub212,1.5Hz,0.27659561683021694,-0.21289529032400778,0.04275847153018276,-0.6049581238314135
Sub212,1.5Hz,0.3389613751873121,-0.47410130235809556,0.24574009643647812,-0.6819826624723099
Sub212,1.5Hz,0.07721450861670534,0.22245172967611143,0.08481811275485918,0.2288586024553816
Sub212,1.5Hz,0.04423673109046547,0.2281205659002873,0.2873464528200448,0.4244572535895565
Sub212,1.5Hz,0.6441218743581291,-0.10919713455911213,0.6352561978324033,-0.13682958030307743
Sub212,1.5Hz,-0.1252367706774095,0.5117175409052778,-0.4105003788515641,0.3879309568553669
Sub212,1.5Hz,0.017578930165754937,1000,1000,0.058763825343149126
Sub212,1.5Hz,1000,1000,1000,1000
Sub212,1.5Hz,1000,1000,1000,1000
Sub212,1.5Hz,1000,1000,1000,1000
Sub212,2.5Hz,-0.3258465142583972,0.08815946340009101,-0.14820340212826502,0.21033211984714675
Sub212,2.5Hz,0.1392896662336673,-0.07530108204085294,0.3709614555067299,0.2141306999543373
Sub212,2.5Hz,0.8188991434764793,0.21052914079648563,0.709515079417373,-0.2663075384640533
Sub212,2.5Hz,-0.3944568619078445,0.6230312032851784,-0.6092230632666094,0.5649726439185875
Sub212,2.5Hz,0.5210755955760614,0.1076739517880871,0.589639672943561,0.2354216957775114
Sub212,2.5Hz,0.1647349346652402,0.14517468586547466,-0.6644192589640957,-0.703396652085896
Sub212,2.5Hz,0.27478681649019865,-1.3291863855227664,0.10683124911914946,-1.8686137288042501
Sub212,2.5Hz,0.25036168664693126,-0.11401427110673595,0.1738192239253779,-0.22776165340909318
Sub212,2.5Hz,0.3894329979826318,0.2238862026437539,-0.4256538632313077,-0.8122001841766384
Sub212,2.5Hz,1000,1000,1000,1000
Sub212,2.5Hz,1000,1000,1000,1000
Sub212,2.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,-2.9014754546228896,-0.006179852584939621,-0.02397944646435262,0.7359185004553366
Sub214,0.5Hz,0.026762975484454752,-2.033405715909253,0.46257640059726424,-0.6750532267350503
Sub214,0.5Hz,-2.141526519776566,-0.7762362100277664,-0.11438976770219544,0.3699179538940029
Sub214,0.5Hz,-1.376768767806216,-0.19357508999670756,0.08790614282413414,0.5419611186371459
Sub214,0.5Hz,-1.1836678256366568,0.4098991256010378,-0.06795406027964167,0.7114027063135387
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,0.5Hz,1000,1000,1000,1000
Sub214,1Hz,0.2936027662996046,0.49167790619821233,-0.08791186669838276,0.2171407084155125
Sub214,1Hz,0.011791069138428452,0.26325893039554077,-0.09871411300953242,0.18087381571989863
Sub214,1Hz,-0.2804245225364386,0.3427609852496453,-0.2332830291845029,0.36695860728761664
Sub214,1Hz,0.12629938867947688,0.45832926356408915,-0.5612636837872925,0.032058764283663464
Sub214,1Hz,0.2055511009208641,0.20843930634659644,-0.2541172652362262,-0.24955794330355263
Sub214,1Hz,1000,1000,1000,1000
Sub214,1Hz,1000,1000,1000,1000
Sub214,1Hz,1000,1000,1000,1000
Sub214,1Hz,1000,1000,1000,1000
Sub214,1Hz,1000,1000,1000,1000
Sub214,1Hz,1000,1000,1000,1000
Sub214,1Hz,1000,1000,1000,1000
Sub214,1.5Hz,-0.11099353383742809,-0.6112014951488264,0.46276252765880793,0.22087951700647074
Sub214,1.5Hz,0.19519370202699768,-0.05546423302690886,0.3211135718014311,0.10967353876868277
Sub214,1.5Hz,0.5234542610569773,-1.9927971875878645,0.3571824105153781,-3.037015792458078
Sub214,1.5Hz,0.15762683274130507,-0.4780908971929191,-0.2016068552799321,-1.1084291663440853
Sub214,1.5Hz,1000,-0.9266396572011901,1000,-2.5037217489076733
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,1.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,0.9544230325136673,0.8529440814255854,0.5849648825190246,-0.33912749811858645
Sub214,2.5Hz,0.8138452541849521,0.7853990863434617,-1.246552468228653,-1.5898464750300705
Sub214,2.5Hz,0.7333955984554231,0.8805474054051353,-0.006475642198909494,0.5490467293088167
Sub214,2.5Hz,0.5800460073666324,0.9161504014102286,-0.2723473177283114,0.7459583341753556
Sub214,2.5Hz,0.7398273335431247,0.867124193966446,0.05338523250226592,0.5165433711870125
Sub214,2.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,1000,1000,1000,1000
Sub214,2.5Hz,1000,1000,1000,1000
