time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0,0.0834556,0.0600019,-0.133132,0.0997542,0.100003,-0.132649,0,260,0.434577,-0.706103,-15.4816,0,0
0.0170021,0.0834804,0.0599595,-0.132933,0.0997874,0.0999446,-0.132649,0,260,0.495524,-0.730517,-17.3615,0,0
0.0340004,0.0835213,0.0598588,-0.132578,0.0998422,0.0998066,-0.132649,0,260,-0.114843,-0.913622,-17.7277,0,0
0.0500031,0.0835669,0.0597136,-0.132197,0.0999034,0.0996078,-0.132649,0,260,0.41004,-0.791552,-17.8742,0,0
0.0680008,0.0836416,0.0594815,-0.131653,0.100003,0.0992899,-0.132649,0,260,0.739614,-0.986865,-16.4826,0,0
0.0860023,0.0837663,0.0592095,-0.130983,0.100171,0.0989174,-0.132649,0,260,0.776235,-0.730517,-16.2384,0,0
0.103001,0.0839443,0.0588628,-0.130104,0.100409,0.0984425,-0.132649,0,260,0.446627,-1.12114,-16.6779,0,0
0.120003,0.0841442,0.0584481,-0.129098,0.100677,0.0978746,-0.132649,0,260,0.239016,-1.35308,-17.3127,0,1
0.137001,0.0843659,0.0579654,-0.128011,0.100974,0.0972135,-0.132649,0,260,0.165706,-1.37749,-16.7023,0,1
0.154003,0.0846292,0.0573666,-0.126756,0.101327,0.0963934,-0.132649,0,260,0.666136,-1.46294,-16.4337,0,1
0.171001,0.0848945,0.0566874,-0.125349,0.101683,0.0954632,-0.132649,0,260,0.690509,-1.34087,-16.092,0,1
0.187,0.0851974,0.0559264,-0.123779,0.102089,0.094421,-0.132649,0,260,0.458524,-1.36528,-17.215,0,1
0.204002,0.0855274,0.0550822,-0.122118,0.102531,0.0932648,-0.132649,0,260,1.05666,-1.32866,-17.0197,0,1
0.221001,0.0859381,0.0541247,-0.120401,0.103082,0.0919534,-0.132649,0,260,0.66604,-1.23101,-17.1418,0,1
0.238003,0.0863922,0.0531199,-0.11872,0.103691,0.0905773,-0.132649,0,260,2.37502,-1.31645,-10.8918,0,1
0.255001,0.086963,0.052044,-0.117165,0.104456,0.0891038,-0.132649,0,260,5.60989,-0.571813,-18.8996,0,1
0.273003,0.0876194,0.0507781,-0.115143,0.105336,0.08737,-0.132649,0,260,-2.33688,-0.608424,-19.1193,0,1
0.290001,0.0882091,0.0496046,-0.113518,0.106126,0.0857628,-0.132649,0,260,-2.2026,-1.75587,-24.3683,0,1
0.309002,0.0887732,0.0482763,-0.112014,0.106882,0.0839436,-0.132649,0,260,0.592809,-0.754883,-16.9953,0,1
0.325001,0.0892689,0.0469354,-0.110556,0.107547,0.0821072,-0.132649,0,260,0.104522,-1.62158,-16.9464,0,1
0.342003,0.0898461,0.0455538,-0.108936,0.108321,0.080215,-0.132649,0,260,2.47268,0.136249,-16.0187,0,1
0.359001,0.0905146,0.0441315,-0.107234,0.109217,0.0782671,-0.132649,0,260,0.189953,-0.278792,-19.1925,0,1
0.376003,0.0912799,0.0427285,-0.105639,0.110243,0.0763456,-0.132649,0,260,1.33738,-0.644968,-21.4142,0,1
0.393002,0.092042,0.0412464,-0.104145,0.111264,0.0743157,-0.132649,0,260,-0.945365,-1.16987,-20.2179,0,1
0.41,0.0928522,0.039749,-0.102773,0.11235,0.072265,-0.132649,0,260,-0.139659,-1.12104,-17.3615,0,1
0.426003,0.0936197,0.0381391,-0.101255,0.113379,0.0700601,-0.132649,0,260,-0.139697,-0.644968,-16.5314,0,1
0.444,0.0943292,0.0364866,-0.0995731,0.11433,0.0677969,-0.132649,0,260,-1.28712,-0.0833851,-18.0207,0,1
0.462002,0.0950618,0.0347056,-0.0977189,0.115312,0.0653577,-0.132649,0,260,-0.127449,-0.0955542,-19.3146,0,1
0.482002,0.0957895,0.0328192,-0.0958291,0.116288,0.0627741,-0.132649,0,260,0.055658,-0.132121,-19.8029,0,1
0.502003,0.0965339,0.030884,-0.0939851,0.117285,0.0601238,-0.132649,0,260,0.568303,-0.241882,-19.217,0,1
0.52,0.0972327,0.029125,-0.0923442,0.118222,0.0577147,-0.132649,0,260,0.82464,0.0999385,-18.924,0,1
0.538002,0.0979514,0.0273682,-0.0907339,0.119186,0.0553086,-0.132649,0,260,0.018952,-0.498176,-19.925,0,1
0.556,0.0986908,0.0255983,-0.0892099,0.120177,0.0528846,-0.132649,0,260,-0.396037,-0.986438,-19.8517,0,1
0.574001,0.0990215,0.0237422,-0.0877214,0.12062,0.0503426,-0.132649,0,260,2.82663,-0.388274,-18.2404,0,1
0.593002,0.0989491,0.0219053,-0.0862178,0.120523,0.0478268,-0.132649,0,260,1.16646,-0.620156,-17.6545,0,1
0.611,0.0987618,0.0199943,-0.0846074,0.120272,0.0452096,-0.132649,0,260,1.15425,0.466239,-19.5343,0,1
0.629002,0.0986769,0.0181945,-0.0831291,0.120158,0.0427447,-0.132649,266.446,260,0.0678055,1.35734,-22.1466,0,1
0.647003,0.0985941,0.0164921,-0.0819201,0.120047,0.0404131,-0.132649,266.248,260,-0.566935,0.905685,-21.9757,0,1
0.667,0.098446,0.0147685,-0.0808736,0.119849,0.0380525,-0.132649,0,260,-1.00639,0.96672,-19.1681,0,1
0.685001,0.0982067,0.0132722,-0.079944,0.119528,0.0360032,-0.132649,0,260,-1.7266,1.18645,-17.8742,0,1
0.703003,0.0978293,0.0118859,-0.0789432,0.119022,0.0341046,-0.132649,0,260,-2.01957,1.2841,-18.8507,0,1
0.721001,0.0972994,0.0106202,-0.0779221,0.118312,0.0323712,-0.132649,0,260,-2.00736,1.1132,-20.3156,0,1
0.739002,0.0966228,0.00946075,-0.0770179,0.117405,0.0307832,-0.132649,0,260,-1.21391,0.795821,-20.5597,0,1
0.757,0.0958667,0.00837856,-0.0762508,0.116391,0.0293011,-0.132649,0,260,-0.0664156,0.905685,-19.9982,0,1
0.774002,0.0951373,0.00745575,-0.075631,0.115413,0.0280372,-0.132649,0,260,0.311949,1.17424,-20.0714,0,1
0.791,0.0943959,0.0065653,-0.0750621,0.114419,0.0268177,-0.132649,0,260,0.153197,0.600509,-20.8039,0,1
0.807003,0.0937331,0.00581362,-0.0746658,0.113531,0.0257882,-0.132649,0,260,-0.0787932,0.161008,-21.341,0,1
0.824001,0.0930947,0.00507889,-0.0744068,0.112675,0.024782,-0.132649,0,260,-0.701302,-0.00992152,-20.34,0,1
0.84,0.0924196,0.00436054,-0.0742391,0.11177,0.0237981,-0.132649,0,260,-0.713481,0.00230089,-19.1925,0,1
0.856003,0.091688,0.00362844,-0.0740816,0.11079,0.0227955,-0.132649,0,260,-0.921,-0.119729,-18.3625,0,1
0.874001,0.0908642,0.00285266,-0.0738734,0.109685,0.021733,-0.132649,0,260,-0.225135,0.161006,-18.5578,0,1
