time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0.000999451,0.083488,0.0597854,-0.131155,0.0997976,0.0997061,-0.133101,0,220,-0.0445248,-1.32815,-3.0549,0,0
0.0179996,0.0834961,0.0597064,-0.130114,0.0998084,0.0995979,-0.133101,0,220,-0.203199,-0.98635,-3.88498,0,0
0.0349998,0.0834961,0.0595566,-0.12858,0.0998084,0.0993928,-0.133101,0,220,2.59221,-0.900892,-17.1418,0,1
0.052,0.0834586,0.059373,-0.126741,0.0997582,0.0991413,-0.133101,0,220,-4.41462,-1.77981,-14.8957,0,1
0.0690002,0.0832381,0.0591309,-0.1251,0.0994626,0.0988097,-0.133101,0,220,-0.801337,-0.485855,-16.385,0,1
0.0859995,0.083025,0.058815,-0.123368,0.0991769,0.0983771,-0.133101,0,220,3.33685,-1.79199,-4.12911,0,1
0.103,0.0829272,0.0584161,-0.121646,0.0990458,0.0978308,-0.133101,0,220,2.14056,-0.986327,-3.73849,0,1
0.12,0.0829781,0.0579574,-0.119979,0.0991141,0.0972025,-0.133101,0,220,1.46918,0.356453,-6.37521,0,1
0.137,0.08311,0.0575017,-0.118257,0.0992909,0.0965784,-0.133101,0,220,-2.60796,-0.632331,-8.88985,0,1
0.153999,0.0831617,0.0570281,-0.116606,0.0993602,0.0959298,-0.133101,0,220,-3.86529,-1.25489,-12.674,0,1
0.17,0.0830031,0.0564543,-0.114925,0.0991476,0.095144,-0.133101,0,220,-1.98541,-1.12061,-8.88985,0,1
0.188,0.0825845,0.0557663,-0.113172,0.0985865,0.0942017,-0.133101,0,220,-1.6192,-1.41358,-6.15548,0,1
0.205999,0.0821533,0.0549887,-0.111354,0.0980084,0.0931367,-0.133101,0,220,1.6767,0.258802,-6.10665,0,1
0.223,0.0817918,0.0542735,-0.109703,0.0975239,0.0921572,-0.133101,0,220,1.22504,0.771455,-9.37814,0,1
0.24,0.0815261,0.0535631,-0.10796,0.0971677,0.0911843,-0.133101,0,220,1.06635,0.234312,-14.0412,0,1
0.259,0.081305,0.0528576,-0.106147,0.0968713,0.090218,-0.133101,0,220,-0.34967,-0.546927,-17.0442,0,1
0.276,0.0811175,0.0521657,-0.104435,0.09662,0.0892704,-0.133101,0,220,-0.642633,-0.937548,-15.1887,0,1
0.293,0.0808641,0.051404,-0.102723,0.0962803,0.0882272,-0.133101,0,220,-0.361825,-1.32817,-11.4533,0,1
0.309999,0.0805811,0.0505614,-0.101006,0.0959009,0.0870732,-0.133101,0,220,-0.483825,-0.595751,-8.9631,0,1
0.328,0.080261,0.0496026,-0.0991565,0.0954718,0.0857601,-0.133101,0,220,-0.0931377,-0.412591,-8.67013,0,1
0.344999,0.0799403,0.0486946,-0.0974547,0.0950419,0.0845165,-0.133101,0,220,-0.312848,-0.32705,-11.258,0,1
0.362,0.0796089,0.0477769,-0.0957428,0.0945977,0.0832597,-0.133101,0,220,-1.08184,0.234493,-14.6272,0,1
0.379,0.0792389,0.0468772,-0.0940359,0.0941017,0.0820275,-0.133101,0,220,-0.422652,0.100138,-15.9211,0,1
0.399,0.0787636,0.0458767,-0.0920801,0.0934646,0.0806572,-0.133101,0,220,-0.141826,0.209954,-15.7258,0,1
0.415999,0.0783569,0.0450213,-0.090363,0.0929194,0.0794857,-0.133101,0,220,0.187702,0.368552,-15.0422,0,1
0.433,0.0779778,0.0441891,-0.0886612,0.0924112,0.078346,-0.133101,0,220,0.895662,-0.205209,-14.3586,0,1
0.45,0.0776232,0.043355,-0.0869493,0.0919359,0.0772036,-0.133101,0,220,0.102149,-0.559171,-15.2619,0,1
0.467,0.0772855,0.042484,-0.0852424,0.0914832,0.0760107,-0.133101,0,220,-0.398295,-0.900968,-15.9699,0,1
0.484,0.0769156,0.041548,-0.0835355,0.0909874,0.0747288,-0.133101,0,220,-0.691238,-0.888761,-15.6037,0,1
0.500999,0.0765021,0.0405612,-0.0818185,0.0904331,0.0733773,-0.133101,0,220,-1.03303,-0.669034,-14.9934,0,1
0.519,0.0760334,0.0395379,-0.0801116,0.0898048,0.0719758,-0.133101,0,220,-0.471475,-0.27834,-14.3586,0,1
0.536,0.0755206,0.0384646,-0.078359,0.0891174,0.0705059,-0.133101,0,220,0.0168323,0.0756901,-14.8469,0,1
0.552999,0.0750447,0.0374984,-0.0767486,0.0884794,0.0691826,-0.133101,0,220,-0.215116,0.441817,-16.4338,0,1
0.569,0.074544,0.0364982,-0.0750418,0.0878083,0.0678128,-0.133101,0,220,-0.0564146,0.283025,-17.801,0,1
0.585999,0.0740586,0.0355546,-0.0733755,0.0871576,0.0665204,-0.133101,0,220,-0.129612,0.0754747,-18.2649,0,1
0.605,0.0734846,0.0344513,-0.0714197,0.0863882,0.0650094,-0.133101,0,220,0.0901903,-0.376127,-17.4836,0,1
0.623,0.0729393,0.0334348,-0.069662,0.0856572,0.0636172,-0.133101,0,220,-0.312584,-0.693467,-16.507,0,1
0.639999,0.0723828,0.0324052,-0.0679552,0.0849112,0.0622071,-0.133101,0,220,-0.568876,-0.559189,-16.0676,0,1
0.657,0.0718009,0.0313423,-0.0662483,0.0841312,0.0607514,-0.133101,0,220,-0.581083,-0.376008,-16.5559,0,1
0.674,0.0711861,0.0302897,-0.0645922,0.083307,0.0593098,-0.133101,0,220,-0.983904,-0.168405,-17.4348,0,1
0.691999,0.0704079,0.0291148,-0.0627431,0.0822639,0.0577007,-0.133101,0,220,-1.17922,0.441905,-18.2649,0,1
0.709,0.0696112,0.0280633,-0.061026,0.0811959,0.0562606,-0.133101,0,220,-1.28908,0.698183,-18.4846,0,1
0.726,0.0687529,0.0270939,-0.0593598,0.0800454,0.054933,-0.133101,0,220,-1.1548,0.808047,-18.6311,0,1
0.743,0.0678104,0.0261525,-0.0576478,0.078782,0.0536437,-0.133101,0,220,-0.6299,0.954531,-18.7776,0,1
0.76,0.0668416,0.0253141,-0.0559968,0.0774833,0.0524954,-0.133101,0,220,-0.764177,0.624938,-19.0217,0,1
0.776999,0.0657895,0.024494,-0.0543255,0.076073,0.0513722,-0.133101,0,220,-1.09377,0.392929,-19.4123,0,1
0.794,0.0646938,0.0237183,-0.0527406,0.0746042,0.0503099,-0.133101,0,220,-1.6675,-0.144225,-19.1193,0,1
0.804999,0.0639019,0.023197,-0.0516738,0.0735427,0.0495959,-0.133101,0,220,-1.30129,-0.107598,-18.8752,0,1
0.823999,0.062458,0.0223168,-0.0498653,0.0716071,0.0483904,-0.133101,0,220,-1.63088,-0.290651,-18.509,0,1
0.841,0.0610604,0.0215237,-0.0482295,0.0697337,0.0473042,-0.133101,0,220,-1.41115,0.295271,-18.8508,0,1
0.858,0.0595591,0.0207589,-0.0465988,0.0677212,0.0462568,-0.133101,0,220,-1.53322,0.405052,-19.3879,0,1
0.875,0.0579491,0.0200225,-0.045019,0.065563,0.0452482,-0.133101,0,220,-1.78957,0.575884,-20.0959,0,1
0.892,0.0562853,0.0193495,-0.0435508,0.0633327,0.0443265,-0.133101,0,220,-1.04494,0.697947,-19.2414,0,1
0.908999,0.0544823,0.0187131,-0.0420827,0.0609158,0.0434549,-0.133101,0,220,-1.21584,0.673512,-19.1926,0,1
0.925,0.0526715,0.0181412,-0.0406857,0.0584884,0.0426717,-0.133101,199.62,220,-0.935075,0.172981,-19.3879,0,1
0.941999,0.0507943,0.0175659,-0.0393243,0.0559721,0.0418837,-0.133101,197.995,220,-0.95949,-0.290851,-19.5344,0,1
0.959,0.0487855,0.0169574,-0.0379832,0.0532793,0.0410504,-0.133101,197.129,220,-1.43556,-0.791291,-19.3879,0,1
0.976,0.0467723,0.0163065,-0.0367132,0.0505806,0.0401589,-0.133101,197.276,220,-1.4966,-1.1453,-18.7287,0,1
0.992,0.0447149,0.0155802,-0.0354381,0.0478227,0.0391642,-0.133101,198.088,220,-0.910652,-0.791291,-19.0461,0,1
1.01,0.0425423,0.0147639,-0.0341274,0.0449104,0.0380462,-0.133101,199.359,220,-0.336877,-0.657011,-19.4367,0,1
1.028,0.0400775,0.0138041,-0.0326847,0.0416063,0.0367317,-0.133101,200.495,220,-0.422298,-0.144273,-19.5344,0,1
1.046,0.0378739,0.0129136,-0.0314198,0.0386524,0.0355121,-0.133101,201.296,220,0.871659,0.23418,-19.2414,0,1
1.063,0.0356642,0.0120071,-0.0302108,0.0356904,0.0342706,-0.133101,201.841,220,0.18802,0.283029,-20.0227,0,1
1.08,0.0334537,0.0110761,-0.0290373,0.0327272,0.0329955,-0.133101,202.384,220,0.517564,0.136569,-19.7297,0,1
1.097,0.0314237,0.0101919,-0.0279857,0.030006,0.0317846,-0.133101,202.878,220,0.578573,-0.10753,-20.218,0,1
1.113,0.0294639,0.00928399,-0.0270002,0.0273789,0.0305411,-0.133101,203.711,220,0.761637,-0.766669,-19.0949,0,1
1.13,0.0275489,0.00834308,-0.0260655,0.0248119,0.0292525,-0.133101,204.837,220,0.33437,-0.852099,-20.5842,0,1
1.147,0.0257041,0.00735636,-0.0251663,0.022339,0.0279011,-0.133101,206.37,220,0.322157,-0.546916,-21.4387,0,1
