time, x, y, z, visx, visy, visz, mov_angle, nail_angle, fx, fy, fz, score, scoring_enabled
0,0.083532,0.0597051,-0.13306,0.0998566,0.0995961,-0.131679,0,240,0.293762,-2.4131,-15.6281,0,0
0.017,0.0835507,0.0595721,-0.132883,0.0998816,0.099414,-0.131679,0,240,0.196065,-2.12013,-17.2395,0,0
0.0339999,0.0835794,0.0592904,-0.132486,0.0999201,0.0990282,-0.131679,0,240,-0.182324,-2.09572,-16.3117,0,0
0.0509999,0.0835966,0.0588677,-0.131877,0.0999432,0.0984493,-0.131679,0,240,-0.780429,-1.46095,-15.7746,0,0
0.0680001,0.0835568,0.0583494,-0.13114,0.0998898,0.0977394,-0.131679,0,240,2.43002,-1.0215,-23.1965,0,0
0.085,0.0834651,0.0577314,-0.130322,0.0997669,0.096893,-0.131679,0,240,-2.1354,-1.82715,-19.4611,0,0
0.101,0.083297,0.0570014,-0.129677,0.0995416,0.0958932,-0.131679,0,240,-1.54946,-2.65723,-20.8772,0,1
0.119,0.0831299,0.0560927,-0.129047,0.0993176,0.0946487,-0.131679,0,240,1.6854,-2.33984,-15.1887,0,1
0.138,0.0829787,0.0549471,-0.128118,0.0991149,0.0930797,-0.131679,0,240,-0.0113596,-3.53613,-16.2629,0,1
0.154,0.0828818,0.0537428,-0.127107,0.098985,0.0914304,-0.131679,0,240,-0.548507,-2.73047,-17.923,0,1
0.17,0.082745,0.0523317,-0.126045,0.0988016,0.0894978,-0.131679,0,240,-2.36733,-3.18213,-19.7541,0,1
0.187,0.0825414,0.0507122,-0.125019,0.0985287,0.0872798,-0.131679,0,240,-0.414201,-2.76709,-18.2893,0,1
0.204,0.0822318,0.0489068,-0.123947,0.0981137,0.0848072,-0.131679,0,240,-0.975721,-2.14453,-16.4826,0,1
0.221,0.0818361,0.0468394,-0.122621,0.0975832,0.0819757,-0.131679,260.603,240,-0.755995,-1.41211,-16.3605,0,1
0.239,0.0813592,0.0446755,-0.121092,0.096944,0.0790121,-0.131679,258.92,240,-0.914686,-1.10693,-18.802,0,1
0.256,0.0807986,0.0424359,-0.119568,0.0961925,0.0759448,-0.131679,257.512,240,-1.18324,-1.24121,-20.1447,0,1
0.274,0.0801838,0.040124,-0.118146,0.0953683,0.0727785,-0.131679,256.177,240,-0.755985,-1.42432,-19.0705,0,1
0.292,0.0795101,0.0377206,-0.116749,0.0944653,0.0694869,-0.131679,255.111,240,-0.878001,-1.36328,-18.1916,0,1
0.309,0.0787707,0.0351526,-0.115255,0.0934741,0.0659699,-0.131679,254.441,240,-0.81693,-1.35107,-17.9475,0,1
0.328,0.0779689,0.0325054,-0.11369,0.0923993,0.0623444,-0.131679,253.79,240,-1.4517,-1.20459,-19.2658,0,1
0.346,0.0770834,0.0297741,-0.112136,0.0912123,0.0586037,-0.131679,253.018,240,-1.42728,-0.777344,-19.3147,0,1
0.363,0.0761756,0.0271442,-0.110714,0.0899954,0.0550019,-0.131679,252.045,240,-0.780309,-0.53319,-18.8508,0,1
0.381,0.0751689,0.0244169,-0.109235,0.0886459,0.0512666,-0.131679,250.906,240,-0.108866,0.577656,-18.1672,0,1
0.398,0.0741325,0.0217378,-0.107706,0.0872567,0.0475974,-0.131679,249.837,240,-0.621502,1.29786,-19.0461,0,1
0.415,0.0730833,0.019234,-0.106233,0.0858502,0.0441683,-0.131679,248.648,240,-0.450572,1.68848,-20.1447,0,1
0.433,0.0719559,0.0167812,-0.104805,0.0843389,0.0408091,-0.131679,247.179,240,-1.2196,1.48096,-20.4377,0,1
0.45,0.0708525,0.0145811,-0.103556,0.0828599,0.0377959,-0.131679,245.377,240,-0.926635,1.16358,-19.8762,0,1
0.466,0.0696536,0.0124214,-0.102337,0.0812527,0.034838,-0.131679,243.278,240,-0.816758,0.907231,-19.2902,0,1
0.484,0.0683791,0.0103516,-0.101133,0.0795443,0.0320033,-0.131679,240.913,240,-1.08531,1.32227,-19.5344,0,1
0.501,0.0669947,0.00833765,-0.0999388,0.0776885,0.0292451,-0.131679,238.288,240,-1.34166,0.943852,-20.1936,0,1
0.518,0.0655361,0.00642858,-0.0988416,0.0757333,0.0266305,-0.131679,235.508,240,-1.03648,1.09034,-20.5842,0,1
0.538,0.0638076,0.00445081,-0.0977697,0.0734163,0.0239218,-0.131679,0,240,-1.18296,1.83497,-20.4621,0,1
0.556,0.0621925,0.00281899,-0.0969213,0.0712512,0.0216869,-0.131679,228.971,240,-0.413913,1.85938,-19.9006,0,1
0.573,0.060557,0.00137215,-0.0961796,0.0690589,0.0197054,-0.131679,0,240,-0.963206,1.96924,-19.9982,0,1
0.59,0.0588975,6.62741e-05,-0.0955243,0.0668343,0.0179169,-0.131679,0,240,-0.889964,1.44434,-20.0715,0,1
0.607,0.0571641,-0.00111845,-0.0949706,0.0645107,0.0162943,-0.131679,0,240,-1.10969,0.785161,-20.1447,0,1
0.623,0.0554235,-0.00219698,-0.0945134,0.0621775,0.0148172,-0.131679,214.809,240,-1.08528,0.626469,-19.5344,0,1
0.641,0.0535182,-0.00328185,-0.0940714,0.0596234,0.0133314,-0.131679,0,240,-0.926585,0.394519,-19.3147,0,1
0.658,0.0516164,-0.00428916,-0.09366,0.0570741,0.0119518,-0.131679,209.75,240,-0.926559,0.0892985,-19.4855,0,1
0.675,0.0497335,-0.00525706,-0.0932942,0.0545501,0.0106262,-0.131679,208.271,240,-0.389399,0.260158,-19.9494,0,1
0.693,0.047619,-0.00631769,-0.0929437,0.0517156,0.00917361,-0.131679,207.231,240,0.0378899,0.150236,-19.5588,0,1
0.71,0.0457329,-0.00724366,-0.0926897,0.0491873,0.00790544,-0.131679,206.664,240,-0.0597506,-0.0206994,-19.632,0,1
0.728,0.0437682,-0.00821262,-0.0924662,0.0465537,0.00657838,-0.131679,206.357,240,0.770291,-0.0207155,-19.0705,0,1
0.746,0.041745,-0.00923312,-0.0922477,0.0438416,0.00518074,-0.131679,206.396,240,0.184304,-0.423515,-18.9729,0,1
0.764,0.0398315,-0.0102479,-0.0920445,0.0412766,0.00379093,-0.131679,206.979,240,0.562674,-0.753055,-19.1926,0,1
0.781,0.0381564,-0.011192,-0.091882,0.0390311,0.00249793,-0.131679,207.964,240,0.31847,-1.14368,-18.9729,0,1
0.797,0.0364975,-0.0122349,-0.0917092,0.0368074,0.00106961,-0.131679,209.771,240,0.684668,-1.14368,-18.9729,0,1
0.813,0.0349319,-0.013319,-0.0915314,0.0347087,-0.000415137,-0.131679,212.08,240,0.64804,-1.61975,-18.8752,0,1
0.83,0.0333602,-0.0145456,-0.0913232,0.0326019,-0.00209505,-0.131679,0,240,1.22177,-1.15589,-18.8996,0,1
0.847,0.0319369,-0.0158055,-0.0911047,0.030694,-0.00382056,-0.131679,0,240,1.36825,-1.27796,-19.0949,0,1
0.863,0.0306407,-0.0171211,-0.0908761,0.0289564,-0.00562236,-0.131679,0,240,1.46591,-1.0094,-19.3391,0,1
0.88,0.0294461,-0.0184878,-0.0906678,0.0273551,-0.00749415,-0.131679,0,240,1.29501,-0.655384,-18.9484,0,1
0.897,0.0283514,-0.0199372,-0.0904646,0.0258876,-0.00947919,-0.131679,0,240,1.6246,-0.753028,-18.9973,0,1
0.914,0.0273894,-0.0213952,-0.0902513,0.0245981,-0.011476,-0.131679,0,240,1.47812,-0.923923,-18.216,0,1
0.932,0.0264331,-0.0230895,-0.0899719,0.0233162,-0.0137965,-0.131679,0,240,0.635829,-1.15586,-18.3869,0,1
0.943,0.0259018,-0.0241642,-0.0897687,0.022604,-0.0152683,-0.131679,239.907,240,0.831142,-1.4122,-18.4602,0,1
0.962,0.0250814,-0.0260076,-0.089408,0.0215043,-0.017793,-0.131679,0,240,0.550376,-1.20468,-18.4602,0,1
0.979,0.0243845,-0.0277945,-0.0890524,0.0205701,-0.0202403,-0.131679,0,240,0.391618,-0.801853,-19.0217,0,1
0.996,0.0237467,-0.0295938,-0.0887171,0.0197151,-0.0227045,-0.131679,248.351,240,0.623479,-0.997165,-18.8508,0,1
1.013,0.0231062,-0.0315005,-0.0883717,0.0188565,-0.0253159,-0.131679,250.222,240,0.0985387,-1.11924,-19.1926,0,1
1.03,0.0225131,-0.0334284,-0.0880466,0.0180615,-0.0279563,-0.131679,251.625,240,-0.768129,-1.19248,-19.4123,0,1
1.046,0.0218634,-0.0354823,-0.0877367,0.0171906,-0.0307692,-0.131679,252.264,240,-1.21979,-1.52207,-19.3391,0,1
1.063,0.0211413,-0.0375757,-0.0874776,0.0162226,-0.0336363,-0.131679,252.077,240,-1.72028,-1.69297,-19.4367,1,1
1.08,0.0203157,-0.0397761,-0.0872388,0.0151159,-0.0366499,-0.131679,250.906,240,-1.48834,-1.76621,-19.1438,1,1
1.097,0.0193399,-0.0421359,-0.0870052,0.0138078,-0.0398818,-0.131679,249.23,240,-1.83014,-1.43662,-19.4611,1,1
1.113,0.0182702,-0.0445068,-0.086807,0.0123739,-0.0431289,-0.131679,247.499,240,-2.02545,-1.2291,-19.9494,1,1
1.131,0.0173086,-0.0465128,-0.086675,0.0110849,-0.0458762,-0.131679,245.945,240,-11.9131,-0.41122,-22.4885,1,1
1.149,0.0172169,-0.0463411,-0.0866699,0.010962,-0.0456411,-0.131679,0,240,-6.65192,-10.5919,-22.0246,1,1
1.166,0.0171271,-0.0460329,-0.0868375,0.0108416,-0.045219,-0.131679,0,240,-7.62848,-14.0221,-19.2658,1,1
1.183,0.0169508,-0.0458936,-0.0871017,0.0106053,-0.0450282,-0.131679,0,240,-7.67731,-11.1412,-19.4367,1,1
1.199,0.0167203,-0.0456747,-0.0873912,0.0102963,-0.0447284,-0.131679,0,240,-6.41998,-7.22274,-19.1193,1,1
1.216,0.0164257,-0.0453136,-0.0876503,0.00990139,-0.0442338,-0.131679,0,240,-3.55133,-3.07235,-19.5344,1,1
1.233,0.0160926,-0.0448659,-0.0878789,0.00945488,-0.0436207,-0.131679,0,240,-1.17096,-0.887288,-19.2414,1,1
1.25,0.0156824,-0.044421,-0.088138,0.00890501,-0.0430114,-0.131679,0,240,0.745525,0.284626,-21.8781,1,1
1.266,0.0152884,-0.0439606,-0.0885292,0.00837686,-0.0423808,-0.131679,0,240,0.757716,2.45747,-19.9738,1,1
1.283,0.0150249,-0.0433406,-0.0891083,0.00802364,-0.0415317,-0.131679,0,240,2.71083,4.99653,-21.9758,1,1
1.3,0.0148668,-0.0423613,-0.0898398,0.00781171,-0.0401905,-0.131679,0,240,1.90516,6.27827,-18.3869,1,1
1.317,0.0148514,-0.0409773,-0.0905612,0.00779106,-0.038295,-0.131679,0,240,0.342658,6.20502,-19.1926,1,1
1.334,0.0148963,-0.0391557,-0.091252,0.00785125,-0.0358002,-0.131679,0,240,-0.743731,2.61616,-16.0676,1,1
1.352,0.014878,-0.0369925,-0.0917905,0.00782672,-0.0328375,-0.131679,0,240,-1.17098,-2.169,-16.2385,1,1
1.369,0.0147532,-0.0352135,-0.0920445,0.00765943,-0.0304011,-0.131679,90.9761,240,-0.694903,-4.90337,-16.2629,1,1
1.385,0.0145759,-0.0337566,-0.0921207,0.00742176,-0.0284058,-0.131679,93.3961,240,0.281664,-6.30718,-18.2404,1,1
1.402,0.0144281,-0.0327362,-0.0921309,0.00722364,-0.0270083,-0.131679,0,240,1.4413,-4.69585,-19.51,1,1
1.418,0.0143548,-0.0320405,-0.0921868,0.00712538,-0.0260555,-0.131679,0,240,2.07607,-2.03472,-19.925,1,1
1.434,0.0143721,-0.0315124,-0.0923138,0.00714857,-0.0253322,-0.131679,0,240,3.28456,-1.11919,-19.5588,1,1
1.45,0.0145665,-0.0310781,-0.0924712,0.00740916,-0.0247374,-0.131679,0,240,0.806534,-0.618665,-19.1682,1,1
1.467,0.0149362,-0.0306846,-0.092644,0.00790474,-0.0241985,-0.131679,0,240,0.501358,-1.38771,-19.632,1,1
1.485,0.0153258,-0.0303793,-0.0928472,0.00842699,-0.0237803,-0.131679,0,240,-1.30531,-2.51075,-18.1184,1,1
